query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.anger,min.anticipation,min.disgust,min.fear,min.joy,min.negative,min.positive,min.sadness,min.surprise,min.trust,max.anger,max.anticipation,max.disgust,max.fear,max.joy,max.negative,max.positive,max.sadness,max.surprise,max.trust,mean.anger,mean.anticipation,mean.disgust,mean.fear,mean.joy,mean.negative,mean.positive,mean.sadness,mean.surprise,mean.trust,std.anger,std.anticipation,std.disgust,std.fear,std.joy,std.negative,std.positive,std.sadness,std.surprise,std.trust
11,2.621761658031088,1750.4663212435232,0.575321875,-0.2081625,AMG1608,Pussy Galore,Dick Johnson,1496,1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.040380047505938245,0.08076009501187649,0.035629453681710214,0.026128266033254157,0.21377672209026127,0.10926365795724466,0.28741092636579574,0.09263657957244656,0.0688836104513064,0.1163895486935867,0.19708312962276223,0.27279050382157555,0.18558503502613893,0.1597064947365442,0.4104587880590986,0.31234089943813886,0.45309327829124896,0.2902674193807963,0.253557428908231,0.3210730228246344
12,1.8481675392670156,21913.947643979056,0.536174194,0.011248387,AMG1608,Red Hot Chili Peppers,Give It Away,3886,18244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.062436028659160696,0.10337768679631525,0.05527123848515865,0.06345957011258956,0.12384851586489252,0.13101330603889458,0.2262026612077789,0.08290685772773797,0.04196519959058342,0.11668372569089049,0.24206971766167376,0.304607469852818,0.22862595875849087,0.24391258061148205,0.3295773647023215,0.3375877190605026,0.41858613979363546,0.27588260846181273,0.2006123484770096,0.32120746715827786
13,1.8983739837398375,629.5813008130082,0.357346667,0.444516667,AMG1608,Louis Armstrong,Heebie Jeebies,2848,741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030026109660574413,0.07963446475195822,0.02741514360313316,0.033942558746736295,0.11357702349869452,0.0926892950391645,0.2206266318537859,0.0639686684073107,0.048302872062663184,0.12140992167101827,0.1707706464720429,0.27090334877822314,0.1633964743275053,0.1811996821210361,0.3175041535534266,0.2901860121316808,0.4149401078393589,0.24485699507397357,0.2145455563051879,0.326816446823754
14,0.4752186588921283,269018.8921282799,-0.36216,-0.211066667,AMG1608,Roberta Flack,The First Time Ever I Saw Your Face,2612,175376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03477051460361613,0.09040333796940195,0.031988873435326845,0.043115438108484005,0.17663421418636996,0.08344923504867872,0.24478442280945759,0.059805285118219746,0.030598052851182198,0.10152990264255911,0.1833255819304136,0.28695836233827016,0.17609291004452493,0.20325835138456777,0.3816243226978015,0.2767525716756391,0.43025862143239124,0.23729080433428262,0.17234594201429243,0.30223936055447
15,5.010224948875256,795.9038854805726,0.417813793,0.244262069,AMG1608,The Dead Milkmen,Punk Rock Girl,7329,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04275862068965517,0.1071264367816092,0.03126436781609195,0.045057471264367814,0.11310344827586206,0.09333333333333334,0.19632183908045978,0.05563218390804598,0.04367816091954023,0.11172413793103449,0.20235895888486605,0.30934505124749917,0.1740713604852073,0.2074779200587615,0.3167920445736023,0.290965886123198,0.3973061165924895,0.22926275359785475,0.20442502973976723,0.31509919765352384
16,0.7772020725388601,19351.886010362694,-0.48002,-0.02614,AMG1608,Duke Ellington,After All,2211,17458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05519480519480519,0.09902597402597403,0.04707792207792208,0.056818181818181816,0.15584415584415584,0.11201298701298701,0.25811688311688313,0.06818181818181818,0.06655844155844155,0.11201298701298701,0.22854569066367797,0.2989396316805345,0.2119776804470408,0.23168300335343486,0.3630022980037925,0.31563873528636666,0.4379542530670727,0.2522624895547565,0.2494582875541264,0.31563873528636666
17,1.6234939759036144,3575.7801204819275,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,3785,3281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.043204320432043204,0.11251125112511251,0.0315031503150315,0.04770477047704771,0.18721872187218722,0.10441044104410441,0.27722772277227725,0.1035103510351035,0.05310531053105311,0.13051305130513052,0.2034083289977118,0.3161367214910345,0.17475179242007943,0.21323684578572596,0.39026268105694184,0.3059299643678167,0.4478314730741918,0.30476147759533667,0.22434446382572124,0.33701873602681737
18,1.3647798742138364,1621.8993710691823,0.428216667,0.290823333,AMG1608,Little Jimmy Dickens,May the Bird of Paradise Fly up Your Nose,2179,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020442930153321975,0.08347529812606473,0.02555366269165247,0.027257240204429302,0.12776831345826234,0.06643952299829642,0.21124361158432708,0.04599659284497445,0.04088586030664395,0.11073253833049404,0.14163046686224676,0.2768352055719544,0.15793405468979685,0.1629709461152348,0.334116369364816,0.24926122447286228,0.4085389604313733,0.20965635784367695,0.19819466485038015,0.31406827644175617
19,0.5422077922077922,52858.38961038961,0.51092069,0.358775862,AMG1608,MC5,High School,2120,69312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044444444444444446,0.1253968253968254,0.026984126984126985,0.04126984126984127,0.173015873015873,0.0761904761904762,0.2777777777777778,0.049206349206349205,0.06349206349206349,0.13333333333333333,0.20624416186006375,0.3314314734775916,0.16216573712633103,0.1990717094714828,0.3785615604806713,0.265513442492931,0.4482591107250304,0.21647047028757369,0.2440396559434567,0.34020474523504984
20,4.167958656330749,3398.217054263566,0.415489655,0.354517241,AMG1608,The Allman Brothers Band,Ramblin'' Man,4951,2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03773584905660377,0.10646900269541779,0.027628032345013476,0.04514824797843666,0.13679245283018868,0.08086253369272237,0.2486522911051213,0.0660377358490566,0.05053908355795148,0.13948787061994608,0.19062093315530548,0.30854092665564903,0.1639598709885282,0.20769918887249045,0.3437439457694984,0.272715788911881,0.43237750465166425,0.24843176623079133,0.21912836699666594,0.346571698983815
21,1.6350877192982456,9595.042105263157,-0.220451724,-0.213693103,AMG1608,Bobby Bare,500 Miles Away from Home,3421,6797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06280667320902845,0.11678115799803729,0.04906771344455348,0.06280667320902845,0.11383709519136408,0.12659470068694798,0.2011776251226693,0.08439646712463199,0.04612365063788027,0.11383709519136408,0.24273404421838957,0.3213170376771276,0.21611549686234732,0.24273404421838954,0.3177692644978904,0.33268167350403555,0.4010773640027271,0.278117980059363,0.20985585009542312,0.3177692644978904
22,0.8733333333333333,236978.25,0.453658621,-0.142351724,AMG1608,Kevin Ayers,Stranger in Blue Suede Shoes,3412,133809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0389908256880734,0.14908256880733944,0.026376146788990827,0.06651376146788991,0.1341743119266055,0.125,0.20527522935779816,0.09174311926605505,0.045871559633027525,0.12041284403669725,0.19368417937298424,0.35637424383721444,0.1603431617927643,0.24932101097850023,0.3410351054862799,0.33090870954511437,0.40413439402355145,0.28882864599860325,0.2093265611471653,0.32563045161254517
23,2.564814814814815,38335.41203703704,-0.204753333,-0.05573,AMG1608,The American Analog Set,Magnificent Seventies,1781,18613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04401408450704225,0.11091549295774648,0.04225352112676056,0.03697183098591549,0.13556338028169015,0.11091549295774648,0.2323943661971831,0.0721830985915493,0.035211267605633804,0.10915492957746478,0.20530721973422691,0.3143042593557066,0.201344315780903,0.18885896844864059,0.3426260751448336,0.31430425935570655,0.4227314048821919,0.25901895008659515,0.18447587534780582,0.31210836303354644
24,1.7391304347826086,2848.8542199488493,-0.096996296,0.195296296,AMG1608,James Taylor,Carolina in My Mind,4667,3534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03736263736263736,0.11868131868131868,0.03076923076923077,0.03736263736263736,0.16117216117216118,0.08205128205128205,0.24322344322344322,0.05714285714285714,0.05641025641025641,0.13113553113553114,0.18971831545437481,0.32353167790531806,0.1727551712661242,0.18971831545437481,0.36782443191578174,0.27454341783644,0.42918614317224646,0.2322004536844066,0.23079680011772757,0.33767223250243983
25,2.453191489361702,22975.70425531915,0.209333333,-0.080992593,AMG1608,Soft Cell,Tainted Love,6495,8654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.040312876052948254,0.1095066185318893,0.028279181708784597,0.039711191335740074,0.11793020457280386,0.08844765342960288,0.2292418772563177,0.05836341756919374,0.04512635379061372,0.12454873646209386,0.1967512132577434,0.3123677761711731,0.16581921939807323,0.19533860654054636,0.32262253169189253,0.28403029040484107,0.42047165739093595,0.2344999271456163,0.20764370485808337,0.33030590928716674
26,1.645631067961165,3030.9126213592235,0.232566667,-0.247937037,AMG1608,Adam Ant,Desperate But Not Serious,2832,1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03350515463917526,0.10438144329896908,0.028350515463917526,0.03994845360824742,0.1327319587628866,0.08247422680412371,0.24613402061855671,0.06443298969072164,0.04639175257731959,0.1056701030927835,0.18006760730126298,0.3059519319040978,0.16607922190364766,0.19596444028361393,0.33950363815319423,0.27526327452572963,0.43103536575486084,0.2456810166769856,0.21046767250720932,0.30761318723859377
27,2.658008658008658,21029.822510822512,-0.200874074,0.087755556,AMG1608,Neil Young,Harvest Moon,5232,24817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03282122905027933,0.13058659217877094,0.027932960893854747,0.04539106145251397,0.18645251396648044,0.08379888268156424,0.26536312849162014,0.07402234636871509,0.051675977653631286,0.14455307262569833,0.17823069056659147,0.33706538365714295,0.16483836091784257,0.2082330257566839,0.3896074632004837,0.2771827598800322,0.4416806185630572,0.2618987157395414,0.2214493546371365,0.35177250483056977
28,3.0596330275229358,3532.419724770642,-0.47532963,-0.348396296,AMG1608,Tori Amos,Me and a Gun,7590,7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08325991189427313,0.11497797356828193,0.05726872246696035,0.09030837004405286,0.11277533039647578,0.13348017621145375,0.2211453744493392,0.09251101321585903,0.05638766519823789,0.12511013215859032,0.2763355538502417,0.3190656456732167,0.23240656204898064,0.2866861959371772,0.31638766201375046,0.3401678911742758,0.4151096336447267,0.28980980923481825,0.2307196273232601,0.33091664727309833
29,3.807531380753138,18393.648535564855,0.201381481,0.197659259,AMG1608,Sylvia,Nobody,14644,18607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0696709980646945,0.13381255183854024,0.048106165330384296,0.059441526126624275,0.1537185512855958,0.13325960740945536,0.26043682609897706,0.08432402543544373,0.06994747027923694,0.13187724633674316,0.25462693324719593,0.3404978805626094,0.2140201530088866,0.23648190722644705,0.3607286158045824,0.3399020832897839,0.4389336528543523,0.2779115640925324,0.2550937327833674,0.33840404708966326
30,5.687392055267703,3691.3678756476684,0.335448148,0.263133333,AMG1608,Cocteau Twins,Heaven or Las Vegas,7299,8727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03013278855975485,0.1261491317671093,0.026557711950970377,0.04290091930541369,0.1404494382022472,0.09244126659856997,0.25638406537282943,0.05669050051072523,0.05158324821246169,0.14657814096016344,0.1709963072256552,0.33210217878780557,0.1608278897037636,0.20268549958400428,0.3475414816959679,0.28972184671650686,0.4367478638386498,0.2313093459248163,0.22124062781571324,0.35377522573609643
31,1.1223958333333333,22585.278645833332,0.175744444,0.239377778,AMG1608,P.M. Dawn,Set Adrift on Memory Bliss,4240,25452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.035398230088495575,0.1071779744346116,0.028515240904621434,0.05014749262536873,0.12291052114060963,0.09537856440511308,0.2192723697148476,0.07472959685349066,0.0471976401179941,0.09931170108161258,0.18487510073257588,0.30949158331741145,0.1665214334817737,0.21835659872961463,0.3284960133170278,0.2938816370365918,0.4139571157198621,0.2630839037129583,0.21216570108958452,0.29922721693239646
32,5.04320987654321,1776.8641975308642,-0.280896296,0.194459259,AMG1608,Lefty Frizzell,Look What Thoughts Will Do,1865,1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.042283298097251586,0.1014799154334038,0.021141649048625793,0.07399577167019028,0.13953488372093023,0.11627906976744186,0.2346723044397463,0.07610993657505286,0.052854122621564484,0.1226215644820296,0.20144780014266683,0.30228285405267385,0.14400876495742548,0.2620411566504268,0.34687068877888444,0.32089866913617787,0.4242425308891474,0.26545468780598686,0.2239790723731705,0.3283495878208521
33,1.7335907335907337,941.1930501930502,-0.455003704,0.03887037,AMG1608,Mojave 3,Love Songs on the Radio,2988,649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045722713864306784,0.12094395280235988,0.028023598820058997,0.04424778761061947,0.13126843657817108,0.08702064896755163,0.2345132743362832,0.06342182890855458,0.048672566371681415,0.12389380530973451,0.20903730901121606,0.32630285582968666,0.16516207349315895,0.2057969570972553,0.33794301116532083,0.28207341018082605,0.42400703252948807,0.24390006112794613,0.21534145641380867,0.32970359624910045
34,3.3479125248508947,5261.117296222664,0.068237037,0.109311111,AMG1608,Bob Dylan,Forever Young,6476,7220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05573080967402734,0.12933753943217666,0.035226077812828605,0.052050473186119876,0.15562565720294427,0.0935856992639327,0.2528916929547844,0.06624605678233439,0.06624605678233439,0.13459516298633017,0.22946147664900227,0.33566140264014344,0.18439923750805212,0.22218725622859528,0.3625954175916429,0.291328060234813,0.434783708366457,0.24877712154628118,0.24877712154628118,0.34138040033907213
35,8.763033175355451,38112.950236966826,0.561237037,-0.01162963,AMG1608,Kiss,Rock and Roll All Nite,4901,33956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03766333589546503,0.10991544965411222,0.033820138355111454,0.05149884704073789,0.14681014604150652,0.08993082244427364,0.23981552651806304,0.06610299769408147,0.04765564950038432,0.11299000768639508,0.1904539042577418,0.31290461891453064,0.18083548390813275,0.22109791991553732,0.35405264939431325,0.2861926378857699,0.427134959510065,0.24855759617055329,0.21311851114593164,0.316702321856515
36,1.2809364548494984,7055.05016722408,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3468,5286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041294642857142856,0.09709821428571429,0.024553571428571428,0.049107142857142856,0.14285714285714285,0.09375,0.2544642857142857,0.06138392857142857,0.052455357142857144,0.11830357142857142,0.19908196625938948,0.29625682531258873,0.15484655020418012,0.21621240775533287,0.3501225415396358,0.29164338827031155,0.43580291642356883,0.2401672692908576,0.22306798876962844,0.3231476156254868
37,4.39344262295082,7532.7819672131145,0.605448148,0.071766667,AMG1608,Judas Priest,Living After Midnight,12423,4355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03407821229050279,0.09441340782122905,0.02430167597765363,0.04189944134078212,0.11815642458100559,0.08324022346368715,0.23826815642458102,0.060335195530726256,0.04078212290502793,0.12793296089385475,0.18145546276710497,0.29244385010496415,0.15400561543807761,0.20038736153510678,0.3228383448835348,0.27628356921770836,0.4260835053766087,0.23814008627033234,0.19781271821621504,0.33406180691362286
38,3.9444444444444446,5583.747126436781,0.540433333,-0.019325926,AMG1608,Public Enemy,Bring the Noise,5487,10943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.059214501510574016,0.11722054380664652,0.04894259818731118,0.04894259818731118,0.12326283987915408,0.11540785498489425,0.21450151057401812,0.0688821752265861,0.054380664652567974,0.113595166163142,0.23609706728921,0.3217801288628962,0.21581325835769968,0.21581325835769966,0.32883803037432746,0.31961008183764217,0.41060014747211854,0.2533302159667235,0.22683583997201476,0.31741484186907876
39,12.251521298174442,17149.898580121702,-0.214459259,0.347488889,AMG1608,The Rolling Stones,You Can''t Always Get What You Want,4772,15459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06376811594202898,0.09420289855072464,0.04710144927536232,0.0536231884057971,0.11956521739130435,0.12101449275362319,0.21811594202898552,0.06666666666666667,0.0536231884057971,0.12028985507246377,0.2444279788325933,0.29221668277885066,0.21193265482031995,0.22535425991998334,0.324570044297279,0.3262623497923961,0.4131162647325406,0.24953425313094313,0.22535425991998334,0.3254181045273122
40,2.9978070175438596,3373.1622807017543,-0.197988889,0.124544444,AMG1608,Big Star,Thirteen,5208,4770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05400254129606099,0.11944091486658195,0.03939008894536213,0.05781448538754765,0.13595933926302414,0.12515883100381195,0.2445997458703939,0.07369758576874205,0.04637865311308768,0.13532401524777637,0.22609454614207436,0.32440968738164744,0.19458305382267263,0.23346648585803959,0.3428543117464002,0.33100408831236083,0.4299862487192653,0.2613611493354776,0.210370602544576,0.34217804367639437
41,0.9657142857142857,7444.6,0.3764,-0.371513333,AMG1608,Public Enemy,Black Steel in the Hour of Chaos,2189,4402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07352941176470588,0.11274509803921569,0.04084967320261438,0.07352941176470588,0.12254901960784313,0.13562091503267973,0.2369281045751634,0.09803921568627451,0.05065359477124183,0.13398692810457516,0.26121701969006184,0.3165396690578045,0.1981037692417328,0.26121701969006184,0.3281870637618753,0.3426656457341882,0.4255456203734065,0.29761091004659407,0.21946870291285547,0.34091691107127237
