query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Anger,min.Joy,min.Sadness,min.Fear,max.Anger,max.Joy,max.Sadness,max.Fear,mean.Anger,mean.Joy,mean.Sadness,mean.Fear,std.Anger,std.Joy,std.Sadness,std.Fear
18,1.3647798742138364,1621.8993710691823,0.428216667,0.290823333,AMG1608,Little Jimmy Dickens,May the Bird of Paradise Fly up Your Nose,2179,138,0.0,0.0,0.0,0.0,0.828,0.924,0.844,0.844,0.04105555555555555,0.46456249999999993,0.061618055555555565,0.04396527777777778,0.15480295518482495,0.31246734584637753,0.17320249665216247,0.13458947751315836
19,0.5422077922077922,52858.38961038961,0.51092069,0.358775862,AMG1608,MC5,High School,2120,69312,0.0,0.0,0.0,0.0,0.783,0.924,0.906,0.935,0.08211518324607331,0.46485863874345545,0.05903141361256544,0.06871727748691099,0.20949912028415463,0.29982504708444535,0.1708289050408767,0.18883059426770937
20,4.167958656330749,3398.217054263566,0.415489655,0.354517241,AMG1608,The Allman Brothers Band,Ramblin'' Man,4951,2858,0.0,0.0,0.0,0.0,0.917,0.924,0.915,0.844,0.05424018475750577,0.39271362586605085,0.11468129330254041,0.07040877598152426,0.16613638571735284,0.30602384502836216,0.2373125479470867,0.1838998107279255
21,1.6350877192982456,9595.042105263157,-0.220451724,-0.213693103,AMG1608,Bobby Bare,500 Miles Away from Home,3421,6797,0.0,0.0,0.0,0.0,0.897,0.926,0.915,0.948,0.12022442244224421,0.3208382838283828,0.13852805280528055,0.12114521452145215,0.24658350773923735,0.3126297403574801,0.2572397386696535,0.2541711865809155
22,0.8733333333333333,236978.25,0.453658621,-0.142351724,AMG1608,Kevin Ayers,Stranger in Blue Suede Shoes,3412,133809,0.0,0.0,0.0,0.0,0.917,0.971,0.925,0.948,0.05844897959183674,0.33906802721088436,0.16179591836734697,0.12023809523809524,0.17726333291718124,0.31792560702503686,0.2794123022686212,0.2467549483812345
23,2.564814814814815,38335.41203703704,-0.204753333,-0.05573,AMG1608,The American Analog Set,Magnificent Seventies,1781,18613,0.0,0.0,0.0,0.0,0.911,0.828,0.906,0.906,0.08293827160493827,0.3721851851851852,0.09521604938271605,0.06474691358024692,0.2017794654757449,0.29008028921161794,0.20170043340058819,0.1762652332249074
24,1.7391304347826086,2848.8542199488493,-0.096996296,0.195296296,AMG1608,James Taylor,Carolina in My Mind,4667,3534,0.0,0.0,0.0,0.0,0.894,0.984,0.912,0.948,0.05213319238900634,0.41275475687103597,0.08727484143763213,0.048329809725158566,0.16685126463511718,0.2948898729797459,0.2095685856676916,0.151064685814308
25,2.453191489361702,22975.70425531915,0.209333333,-0.080992593,AMG1608,Soft Cell,Tainted Love,6495,8654,0.0,0.0,0.0,0.0,0.897,0.922,0.915,0.942,0.0761036866359447,0.3637603686635945,0.09587096774193549,0.08790783410138249,0.2049409329318969,0.3014189732076658,0.21827212910091925,0.21749287537567286
26,1.645631067961165,3030.9126213592235,0.232566667,-0.247937037,AMG1608,Adam Ant,Desperate But Not Serious,2832,1608,0.0,0.0,0.0,0.0,0.853,0.875,0.891,0.948,0.0671842105263158,0.4327789473684211,0.08833157894736843,0.07809473684210527,0.1885187674352327,0.31794198262630624,0.19232333486880854,0.19617256056117058
27,2.658008658008658,21029.822510822512,-0.200874074,0.087755556,AMG1608,Neil Young,Harvest Moon,5232,24817,0.0,0.0,0.0,0.0,0.853,0.914,0.906,0.962,0.04210240963855422,0.4386666666666667,0.0860722891566265,0.054801204819277104,0.14740604740336594,0.2919916369170706,0.21002184133610957,0.1567947646700034
28,3.0596330275229358,3532.419724770642,-0.47532963,-0.348396296,AMG1608,Tori Amos,Me and a Gun,7590,7465,0.0,0.0,0.0,0.0,0.959,0.924,0.969,0.984,0.14772128851540617,0.3082871148459384,0.16017366946778713,0.17722408963585437,0.27406865249108897,0.29949318606830044,0.2779356491277816,0.29632386793235727
29,3.807531380753138,18393.648535564855,0.201381481,0.197659259,AMG1608,Sylvia,Nobody,14644,18607,0.0,0.0,0.0,0.0,0.911,0.984,0.969,0.984,0.10731254996003196,0.353761790567546,0.12315667466027178,0.08798561151079137,0.23116703362368196,0.3157234473568146,0.24077412367904752,0.20376831891343108
30,5.687392055267703,3691.3678756476684,0.335448148,0.263133333,AMG1608,Cocteau Twins,Heaven or Las Vegas,7299,8727,0.0,0.0,0.0,0.0,0.911,0.984,0.906,0.962,0.054406082289803225,0.4175831842576028,0.09345080500894455,0.07378533094812165,0.17248520179276663,0.30834669509534596,0.2112283684801464,0.1886156046241423
31,1.1223958333333333,22585.278645833332,0.175744444,0.239377778,AMG1608,P.M. Dawn,Set Adrift on Memory Bliss,4240,25452,0.0,0.0,0.0,0.0,0.853,0.971,0.906,0.962,0.06436769759450171,0.35297594501718216,0.12568384879725086,0.08992096219931273,0.18698723593131264,0.29537726216750226,0.25230823318184165,0.21730737155348592
32,5.04320987654321,1776.8641975308642,-0.280896296,0.194459259,AMG1608,Lefty Frizzell,Look What Thoughts Will Do,1865,1209,0.0,0.0,0.0,0.0,0.894,0.859,0.912,0.984,0.08737956204379561,0.3391970802919708,0.11143065693430658,0.14585401459854014,0.21617439621569098,0.32060120085772076,0.24174448091578377,0.2636153486824513
33,1.7335907335907337,941.1930501930502,-0.455003704,0.03887037,AMG1608,Mojave 3,Love Songs on the Radio,2988,649,0.0,0.0,0.0,0.0,0.814,0.984,0.859,0.844,0.07915183246073298,0.3754083769633508,0.0926178010471204,0.06483769633507855,0.2035026780744335,0.31938488698546824,0.20200869053057097,0.1693765342690096
34,3.3479125248508947,5261.117296222664,0.068237037,0.109311111,AMG1608,Bob Dylan,Forever Young,6476,7220,0.0,0.0,0.0,0.0,0.911,0.984,0.969,0.984,0.08065329052969503,0.3830128410914928,0.08686837881219904,0.07484751203852327,0.202090294958282,0.29788521467339546,0.21211227236660563,0.19101136526868376
35,8.763033175355451,38112.950236966826,0.561237037,-0.01162963,AMG1608,Kiss,Rock and Roll All Nite,4901,33956,0.0,0.0,0.0,0.0,0.953,0.922,0.961,0.942,0.06801278772378516,0.4097161125319693,0.10106393861892585,0.09139386189258313,0.1977848282796061,0.3056854990500273,0.2172297460479049,0.2221913898102642
36,1.2809364548494984,7055.05016722408,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3468,5286,0.0,0.0,0.0,0.0,0.853,0.922,0.915,0.86,0.06741111111111112,0.41686296296296294,0.08577407407407407,0.0840851851851852,0.18538373110153208,0.3337066468209049,0.21174024223176433,0.19811187782811682
37,4.39344262295082,7532.7819672131145,0.605448148,0.071766667,AMG1608,Judas Priest,Living After Midnight,12423,4355,0.0,0.0,0.0,0.0,0.886,0.984,0.941,0.948,0.06887360178970917,0.38007158836689037,0.08593400447427295,0.07826733780760627,0.18780202317083108,0.28899848962965974,0.20283441993584314,0.19489536948375216
38,3.9444444444444446,5583.747126436781,0.540433333,-0.019325926,AMG1608,Public Enemy,Bring the Noise,5487,10943,0.0,0.0,0.0,0.0,0.929,0.929,0.915,0.969,0.11025269978401728,0.34773650107991355,0.09432829373650108,0.0976695464362851,0.23531617044704814,0.30263924866682196,0.2016970216109699,0.2253769254592127
39,12.251521298174442,17149.898580121702,-0.214459259,0.347488889,AMG1608,The Rolling Stones,You Can''t Always Get What You Want,4772,15459,0.0,0.0,0.0,0.0,0.953,0.922,0.906,0.962,0.11468253968253966,0.32067724867724867,0.12175925925925928,0.10744444444444444,0.23597473173612485,0.30924445715657595,0.23489638266782925,0.232796465862619
40,2.9978070175438596,3373.1622807017543,-0.197988889,0.124544444,AMG1608,Big Star,Thirteen,5208,4770,0.0,0.0,0.0,0.0,0.917,0.864,0.915,0.888,0.10357906458797328,0.3738485523385301,0.13057461024498887,0.10146102449888642,0.23144128885255155,0.3239838568700739,0.25284266772397923,0.22204500814631714
41,0.9657142857142857,7444.6,0.3764,-0.371513333,AMG1608,Public Enemy,Black Steel in the Hour of Chaos,2189,4402,0.0,0.0,0.0,0.0,0.917,0.859,0.875,0.962,0.12854594594594593,0.2763459459459459,0.12836216216216217,0.13171891891891893,0.2496132427883648,0.29307516712273457,0.231975363374413,0.2516370681006738
42,1.2008830022075054,7524.931567328918,0.164881481,-0.073181481,AMG1608,Morrissey,Everyday Is Like Sunday,4823,6828,0.0,0.0,0.0,0.0,0.959,0.879,0.925,0.935,0.1133184523809524,0.3063154761904762,0.1585059523809524,0.15988392857142858,0.2577965350993677,0.31713399663150915,0.27246708133685543,0.2757979060737581
43,2.1937321937321936,2261.4558404558406,0.367981481,0.157955556,AMG1608,Urge Overkill,Sister Havana,3675,1976,0.0,0.0,0.0,0.0,0.894,0.986,0.969,0.942,0.12466666666666668,0.31592698412698417,0.18267936507936508,0.1225015873015873,0.25217469427585515,0.3225963704361575,0.29177590768486705,0.2515336066060548
44,22.706422018348626,31871.38532110092,0.476725926,-0.085274074,AMG1608,The Clash,London Calling,6603,37706,0.0,0.0,0.0,0.0,0.922,0.97,0.915,0.959,0.11791250000000002,0.32937500000000003,0.10246607142857145,0.10086428571428571,0.24188838446925248,0.30059806590726995,0.22529983740757648,0.2308578839594848
45,2053.550151975684,1079510.6170212766,-0.482544444,-0.298092593,AMG1608,The Jesus and Mary Chain,Taste of Cindy,3348,2109118,0.0,0.0,0.0,0.0,0.853,0.924,0.938,0.962,0.07422477064220184,0.35444036697247705,0.11721100917431193,0.11280733944954127,0.18820493274825886,0.3135680621607341,0.23380678830205023,0.22809166146274082
46,5.384615384615385,2273.177718832891,-0.3876,-0.222707407,AMG1608,Red House Painters,Down Colorful Hill,5210,2965,0.0,0.0,0.0,0.0,0.953,0.891,0.969,0.962,0.10723076923076921,0.34528137651821866,0.14935829959514169,0.12562145748987855,0.2287450802730035,0.31604671994173733,0.26826091406341945,0.24816187632502584
47,1.64321608040201,25210.27638190955,-0.206774074,0.0803,AMG1608,The Carpenters,Rainy Days and Mondays,2339,19408,0.0,0.0,0.0,0.0,0.803,0.897,0.925,0.844,0.04958995815899582,0.4266610878661087,0.13667364016736402,0.07519246861924686,0.15834922866267925,0.31628987308419837,0.26337831486136914,0.19620407342977092
48,16.925,11184.56875,0.593237037,0.393033333,AMG1608,T. Rex,20th Century Boy,3806,9958,0.0,0.0,0.0,0.0,0.912,0.879,0.961,0.86,0.058967845659163985,0.39349196141479104,0.11581993569131832,0.07854019292604501,0.18356763435343945,0.3053380132812283,0.24030104718603607,0.20034949501686058
49,2.09717868338558,4125.818181818182,-0.396103704,0.260225926,AMG1608,The Beach Boys,Surfer Girl,3391,5046,0.0,0.0,0.0,0.0,0.853,0.924,0.915,0.86,0.0637104377104377,0.4310976430976431,0.08712121212121213,0.05709090909090909,0.1838200969224476,0.30712341348274164,0.20977597152905342,0.1780994118221632
50,1.588235294117647,35.64705882352941,-0.013066667,0.091477778,AMG1608,The Lemonheads,It''s a Shame About Ray,153,11,0.0,0.0,0.0,0.0,0.791,0.859,0.266,0.719,0.15082352941176472,0.3667647058823529,0.015647058823529413,0.09747058823529411,0.28516382030644194,0.32106201297641956,0.06451447625966458,0.2360212166435093
51,1.5088339222614842,45775.452296819785,-0.201240741,0.222014815,AMG1608,Frank Sinatra,The House I Live In,3210,40008,0.0,0.0,0.0,0.0,0.953,0.984,0.906,0.969,0.11195665634674923,0.3018266253869969,0.1606594427244582,0.13171826625386998,0.2469592806805428,0.30428036623559007,0.275169583729064,0.2511903423331734
52,1.8054545454545454,22183.55818181818,0.471174074,0.425137037,AMG1608,The Who,Won''t Get Fooled Again,5839,44429,0.0,0.0,0.0,0.0,0.911,0.922,0.915,0.984,0.13320038910505838,0.2885603112840467,0.13899027237354086,0.1344182879377432,0.26208061033895236,0.30395531190967784,0.24568993022816424,0.2481252398198531
53,0.5918367346938775,16049.423469387755,0.394003704,0.307733333,AMG1608,Brinsley Schwarz,Nervous on the Road (But Can''t Stay at Home),2249,8252,0.0,0.0,0.0,0.0,0.714,0.864,0.875,0.812,0.0326951871657754,0.46221925133689823,0.0950427807486631,0.03541176470588235,0.12792528955564214,0.311106160447288,0.21308330010496765,0.12947863389394063
54,2.011627906976744,524.6627906976744,0.012548,0.46254,AMG1608,The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive,1064,467,0.0,0.0,0.0,0.0,0.897,0.971,0.961,0.906,0.1049240506329114,0.34459493670886077,0.16672151898734178,0.10778481012658227,0.24932528295751222,0.30741655190358697,0.2740741026834999,0.2378762159722657
55,1.5045871559633028,3528.847094801223,-0.1259,0.022355556,AMG1608,Rod Stewart,Reason to Believe,4419,2242,0.0,0.0,0.0,0.0,0.906,0.984,0.906,0.962,0.10507308970099669,0.31256478405315613,0.11861129568106314,0.11632225913621264,0.22720013491799526,0.3028704122597153,0.23942159135156468,0.24258004686332435
56,3.3034825870646767,1148.5273631840796,-0.289740741,0.207462963,AMG1608,Barry Manilow,Looks Like We Made It,2322,1318,0.0,0.0,0.0,0.0,0.853,0.879,0.896,0.962,0.05902242152466367,0.42812556053811657,0.10944843049327356,0.08325112107623318,0.18291681868563583,0.3040478898112448,0.24302468229066876,0.218931351464661
57,12.575609756097561,167135.40609756098,0.6609,0.529981481,AMG1608,Aqua,Barbie Girl,7840,383970,0.0,0.0,0.0,0.0,0.953,0.971,0.915,0.962,0.10563622754491017,0.3450134730538922,0.09420958083832336,0.09976347305389222,0.22733007593195514,0.3027177221578868,0.20401893325243425,0.21098219166676965
58,1.375,124485.4695945946,0.521985185,0.164840741,AMG1608,The Jam,''A'' Bomb in Wardour Street,2815,119324,0.0,0.0,0.0,0.0,0.922,0.922,0.898,0.942,0.21502575107296137,0.26442489270386266,0.1252403433476395,0.17618454935622316,0.3195933289130862,0.2984581566555589,0.24747922710433184,0.29094032348441173
59,1.616393442622951,14544.577049180329,-0.486177778,-0.079907407,AMG1608,The Everly Brothers,Love Hurts,6908,13038,0.0,0.0,0.0,0.0,0.884,0.984,0.938,0.906,0.14078172588832488,0.2993426395939086,0.18273350253807105,0.14909137055837562,0.2574092257225643,0.30790055210060036,0.28812062349627837,0.2690014931836113
60,2.0512249443207127,6709.512249443207,0.094077419,0.259216129,AMG1608,Stevie Wonder,My Cherie Amour,4574,4974,0.0,0.0,0.0,0.0,0.897,0.891,0.915,0.906,0.05585316455696203,0.41947594936708865,0.08045569620253164,0.07560506329113925,0.17189176948035373,0.30262041913083343,0.20118795650926644,0.18619488173537505
61,1.3103448275862069,10437.73354231975,-0.187719355,-0.107296774,AMG1608,Boy George,The Crying Game,3020,8690,0.0,0.0,0.0,0.0,0.828,0.984,0.915,0.962,0.08725482625482624,0.3257220077220077,0.148996138996139,0.09261389961389963,0.2151330684424635,0.3175941780883953,0.2651445488181505,0.20360715509161637
62,2.076923076923077,1268.446153846154,0.249133333,0.412993333,AMG1608,Asleep at the Wheel,Choo Choo Ch''Boogie,989,311,0.0,0.0,0.0,0.0,0.791,0.863,0.906,0.962,0.09074390243902439,0.3264512195121951,0.07229268292682926,0.07847560975609756,0.21492489707363782,0.3066612782312036,0.20491295880578222,0.2070761311429441
63,1.4444444444444444,2342.3194444444443,-0.228276667,-0.32519,AMG1608,The Flying Burrito Brothers,Wild Horses,5128,3796,0.0,0.0,0.0,0.0,0.897,0.924,0.961,0.906,0.0714661246612466,0.3548536585365853,0.13283468834688347,0.07742276422764227,0.1890003006852786,0.3007868489910769,0.26125713489315316,0.19478156696209178
64,1.7218934911242603,28761.587771203154,0.032836667,-0.18729,AMG1608,Jeff Buckley,Last Goodbye,6901,39197,0.0,0.0,0.0,0.0,0.868,0.954,0.969,0.984,0.06521242774566474,0.35388728323699425,0.16407947976878615,0.09867630057803467,0.1889518800798338,0.30932083112429987,0.27947865623133933,0.22490993692356095
65,1.7309941520467835,16570.502923976608,-0.46997,-0.289746667,AMG1608,Willie Nelson,Blue Eyes Crying in the Rain,4341,6636,0.0,0.0,0.0,0.0,0.868,0.97,0.969,0.962,0.06254846335697399,0.36997872340425525,0.12903546099290777,0.07812765957446809,0.17640038712935607,0.3150371030902312,0.25567689394035675,0.19593437039804218
66,1.8296296296296297,275.0,-0.15528,-0.056813333,AMG1608,Five for Fighting,Superman (It''s Not Easy),1484,369,0.0,0.0,0.0,0.0,0.917,0.879,0.925,0.962,0.06091176470588236,0.4356838235294118,0.08484558823529413,0.08125735294117648,0.18687339626318356,0.3174408711860311,0.21520993639033698,0.21285004272086605
67,59.330275229357795,20363.13149847095,-0.328996667,0.2584,AMG1608,John Denver,Sunshine on My Shoulders,4101,17618,0.0,0.0,0.0,0.0,0.868,0.924,0.915,0.969,0.06796803652968036,0.4051689497716895,0.09898401826484017,0.07557990867579908,0.18771495719438122,0.3007553477013782,0.22485076102285717,0.19662755453349437
68,1.6120481927710844,40060.75421686747,0.173276667,0.17253,AMG1608,The Beach Boys,Don''t Worry Baby,3866,52308,0.0,0.0,0.0,0.0,0.853,0.922,0.961,0.962,0.06030731707317074,0.4260902439024391,0.1000219512195122,0.08800487804878047,0.18042750969405416,0.3079495547430521,0.22857334081887756,0.21242176750773398
69,3.5711500974658867,32079.586744639375,-0.487003333,-0.111896667,AMG1608,Lou Reed,Perfect Day,5475,21333,0.0,0.0,0.0,0.0,0.897,0.922,0.925,0.962,0.08502958579881657,0.3922899408284024,0.1331715976331361,0.09518934911242605,0.2122942182239782,0.3200544864022406,0.2528325856092555,0.2235647584710254
70,1.4259259259259258,34942.72222222222,0.243116667,0.20867,AMG1608,The Shirelles,Will You Love Me Tomorrow,3142,25739,0.0,0.0,0.0,0.0,0.897,0.924,0.915,0.906,0.06714869888475836,0.4379479553903346,0.07783643122676581,0.056063197026022304,0.19299360104662167,0.30987456099187694,0.19361082678895541,0.1756746263677324
71,1.2015915119363396,22854.846153846152,0.46448,-0.399116667,AMG1608,Quiet Riot,Bang Your Head (Metal Health),4908,22686,0.0,0.0,0.0,0.0,0.891,0.984,0.938,0.879,0.09075454545454545,0.3486969696969697,0.13826363636363634,0.11161818181818182,0.21573053324274014,0.3097530229862947,0.26752965386091937,0.23690730165453172
72,2.597101449275362,1672.3855072463768,0.32142069,0.214558621,AMG1608,Ornette Coleman,Free Jazz,4692,3348,0.0,0.0,0.0,0.0,0.911,0.864,0.915,0.962,0.084125,0.3803664772727273,0.07876136363636364,0.07936079545454545,0.2128033112706409,0.29524377741756785,0.1910207544886907,0.21158868055894672
73,20.933734939759034,21803.789156626506,0.218544828,0.079113793,AMG1608,Archie Shepp,Hambone,1560,6337,0.0,0.0,0.0,0.0,0.853,0.879,0.844,0.86,0.057432203389830516,0.43147457627118646,0.06239830508474576,0.04771186440677965,0.1928887230164025,0.2832660164937656,0.17456471578501398,0.14363314509838337
74,2.3391812865497075,11454.944444444445,-0.306210345,-0.318451724,AMG1608,The Beach Boys,Caroline No,5997,11723,0.0,0.0,0.0,0.0,0.882,0.924,0.969,0.911,0.061850987432675045,0.3991615798922801,0.11715260323159783,0.08176660682226211,0.17650235203334771,0.30926999059461224,0.25316734601372953,0.20348764681933387
75,2.0807291666666665,38203.098958333336,0.607996552,0.251793103,AMG1608,The Bangles,Walk Like an Egyptian,3611,46650,0.0,0.0,0.0,0.0,0.893,0.859,0.915,0.972,0.12114522821576762,0.3021742738589212,0.13677593360995852,0.1442780082987552,0.23748275303177674,0.294828853464867,0.257183153773847,0.2622481996557522
76,2.923076923076923,129.73626373626374,-0.032544828,0.05487931,AMG1608,Loretta Lynn,Coal Miner''s Daughter,1013,136,0.0,0.0,0.0,0.0,0.557,0.859,0.812,0.562,0.021278481012658227,0.5125063291139241,0.045088607594936714,0.007113924050632912,0.09886807276895666,0.27360976672371956,0.13594684008864508,0.06322994003204255
77,0.9969135802469136,11990.456790123457,0.405593103,0.012624138,AMG1608,The Small Faces,Lazy Sunday,3193,10850,0.0,0.0,0.0,0.0,0.853,0.922,0.864,0.962,0.07332179930795849,0.40038754325259523,0.09017301038062285,0.07691695501730103,0.19980606111392707,0.3059670495328643,0.20604143789573554,0.20595177097678397
78,1.411764705882353,78.6470588235294,0.417424,0.003276,AMG1608,David Bowie,Fashion,195,17,0.0,0.0,0.0,0.0,0.573,0.929,0.25,0.625,0.041291666666666664,0.4894166666666666,0.011750000000000002,0.037125,0.14174885297186915,0.2655365227751848,0.05094690330649881,0.13646191139240857
79,5.973118279569892,11317.424731182795,0.575058621,0.513182759,AMG1608,Bobby Darin,Splish Splash,3562,8716,0.0,0.0,0.0,0.0,0.853,0.926,0.925,0.942,0.1145704918032787,0.33973770491803273,0.0868622950819672,0.08603278688524589,0.23656930339884039,0.3018942010151195,0.2089028845791861,0.20974785671173912
80,1.9875,2332.3425,0.087044828,-0.030613793,AMG1608,Bruce Springsteen,Darkness on the Edge of Town,4742,2470,0.0,0.0,0.0,0.0,0.853,0.984,0.969,0.948,0.07499744897959183,0.35175000000000006,0.12276275510204082,0.09675255102040817,0.19169716498302566,0.30254602279310894,0.23715180660609192,0.21461759841276495
81,1.300751879699248,12712.774436090225,0.224351724,-0.117262069,AMG1608,Gene,For the Dead,2574,8743,0.0,0.0,0.0,0.0,0.909,0.912,0.875,0.923,0.09802970297029703,0.3461980198019801,0.10335643564356435,0.09686633663366337,0.23395789711143938,0.30530752850402076,0.22226937107164674,0.23210290425719024
82,2.2549019607843137,651.9950980392157,-0.396989655,-0.28627931,AMG1608,Little Feat,Sailin'' Shoes,1907,464,0.0,0.0,0.0,0.0,0.894,0.986,0.812,0.86,0.051758169934640524,0.38567320261437904,0.07579084967320261,0.06000653594771242,0.17426828327186666,0.29788645465895397,0.1755455651448833,0.16977153753500715
