query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Sentiment,max.Sentiment,mean.Sentiment,std.Sentiment
16,0.7772020725388601,19351.886010362694,-0.48002,-0.02614,AMG1608,Duke Ellington,After All,2211,17458,-1.0,1.0,0.35103244837758113,0.7599967662712811
17,1.6234939759036144,3575.7801204819275,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,3785,3281,-1.0,1.0,0.347068145800317,0.7938174553961608
18,1.3647798742138364,1621.8993710691823,0.428216667,0.290823333,AMG1608,Little Jimmy Dickens,May the Bird of Paradise Fly up Your Nose,2179,138,-1.0,1.0,0.43359375,0.7537386392341245
19,0.5422077922077922,52858.38961038961,0.51092069,0.358775862,AMG1608,MC5,High School,2120,69312,-1.0,1.0,0.4701298701298701,0.7106087719975224
20,4.167958656330749,3398.217054263566,0.415489655,0.354517241,AMG1608,The Allman Brothers Band,Ramblin'' Man,4951,2858,-1.0,1.0,0.36569148936170215,0.7761721434743939
21,1.6350877192982456,9595.042105263157,-0.220451724,-0.213693103,AMG1608,Bobby Bare,500 Miles Away from Home,3421,6797,-1.0,1.0,0.28735632183908044,0.8253383552350791
22,0.8733333333333333,236978.25,0.453658621,-0.142351724,AMG1608,Kevin Ayers,Stranger in Blue Suede Shoes,3412,133809,-1.0,1.0,0.20770877944325483,0.8502110926899603
23,2.564814814814815,38335.41203703704,-0.204753333,-0.05573,AMG1608,The American Analog Set,Magnificent Seventies,1781,18613,-1.0,1.0,0.28955223880597014,0.80958596802823
24,1.7391304347826086,2848.8542199488493,-0.096996296,0.195296296,AMG1608,James Taylor,Carolina in My Mind,4667,3534,-1.0,1.0,0.3914209115281501,0.7717365529501868
25,2.453191489361702,22975.70425531915,0.209333333,-0.080992593,AMG1608,Soft Cell,Tainted Love,6495,8654,-1.0,1.0,0.3556430446194226,0.7626469698803778
26,1.645631067961165,3030.9126213592235,0.232566667,-0.247937037,AMG1608,Adam Ant,Desperate But Not Serious,2832,1608,-1.0,1.0,0.4166666666666667,0.7570243370379511
27,2.658008658008658,21029.822510822512,-0.200874074,0.087755556,AMG1608,Neil Young,Harvest Moon,5232,24817,-1.0,1.0,0.3146603098927294,0.7974674099387776
28,3.0596330275229358,3532.419724770642,-0.47532963,-0.348396296,AMG1608,Tori Amos,Me and a Gun,7590,7465,-1.0,1.0,0.16792738275340394,0.8303115077308992
29,3.807531380753138,18393.648535564855,0.201381481,0.197659259,AMG1608,Sylvia,Nobody,14644,18607,-1.0,1.0,0.26755555555555555,0.805420596235945
30,5.687392055267703,3691.3678756476684,0.335448148,0.263133333,AMG1608,Cocteau Twins,Heaven or Las Vegas,7299,8727,-1.0,1.0,0.31651749389747763,0.7928193079819789
31,1.1223958333333333,22585.278645833332,0.175744444,0.239377778,AMG1608,P.M. Dawn,Set Adrift on Memory Bliss,4240,25452,-1.0,1.0,0.2767676767676768,0.7832802770881958
32,5.04320987654321,1776.8641975308642,-0.280896296,0.194459259,AMG1608,Lefty Frizzell,Look What Thoughts Will Do,1865,1209,-1.0,1.0,0.2631578947368421,0.7720084422081294
33,1.7335907335907337,941.1930501930502,-0.455003704,0.03887037,AMG1608,Mojave 3,Love Songs on the Radio,2988,649,-1.0,1.0,0.3497536945812808,0.7798939075830005
34,3.3479125248508947,5261.117296222664,0.068237037,0.109311111,AMG1608,Bob Dylan,Forever Young,6476,7220,-1.0,1.0,0.30980751604032997,0.780075895847902
35,8.763033175355451,38112.950236966826,0.561237037,-0.01162963,AMG1608,Kiss,Rock and Roll All Nite,4901,33956,-1.0,1.0,0.39741750358680056,0.753264305694498
36,1.2809364548494984,7055.05016722408,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3468,5286,-1.0,1.0,0.3756906077348066,0.814262979204364
37,4.39344262295082,7532.7819672131145,0.605448148,0.071766667,AMG1608,Judas Priest,Living After Midnight,12423,4355,-1.0,1.0,0.34824281150159747,0.7358138739884871
38,3.9444444444444446,5583.747126436781,0.540433333,-0.019325926,AMG1608,Public Enemy,Bring the Noise,5487,10943,-1.0,1.0,0.26028921023359286,0.8369876019904229
39,12.251521298174442,17149.898580121702,-0.214459259,0.347488889,AMG1608,The Rolling Stones,You Can''t Always Get What You Want,4772,15459,-1.0,1.0,0.24479166666666666,0.7943568624105649
40,2.9978070175438596,3373.1622807017543,-0.197988889,0.124544444,AMG1608,Big Star,Thirteen,5208,4770,-1.0,1.0,0.29776422764227645,0.7940233777514886
41,0.9657142857142857,7444.6,0.3764,-0.371513333,AMG1608,Public Enemy,Black Steel in the Hour of Chaos,2189,4402,-1.0,1.0,0.17941176470588235,0.8379914924711968
42,1.2008830022075054,7524.931567328918,0.164881481,-0.073181481,AMG1608,Morrissey,Everyday Is Like Sunday,4823,6828,-1.0,1.0,0.24957841483979765,0.8393433672710724
43,2.1937321937321936,2261.4558404558406,0.367981481,0.157955556,AMG1608,Urge Overkill,Sister Havana,3675,1976,-1.0,1.0,0.234472049689441,0.8305919121731727
44,22.706422018348626,31871.38532110092,0.476725926,-0.085274074,AMG1608,The Clash,London Calling,6603,37706,-1.0,1.0,0.22788461538461538,0.8202157901432019
45,2053.550151975684,1079510.6170212766,-0.482544444,-0.298092593,AMG1608,The Jesus and Mary Chain,Taste of Cindy,3348,2109118,-1.0,1.0,0.29533678756476683,0.8031296028704186
46,5.384615384615385,2273.177718832891,-0.3876,-0.222707407,AMG1608,Red House Painters,Down Colorful Hill,5210,2965,-1.0,1.0,0.21435897435897436,0.8170406447374274
47,1.64321608040201,25210.27638190955,-0.206774074,0.0803,AMG1608,The Carpenters,Rainy Days and Mondays,2339,19408,-1.0,1.0,0.3835978835978836,0.7766115389535667
48,16.925,11184.56875,0.593237037,0.393033333,AMG1608,T. Rex,20th Century Boy,3806,9958,-1.0,1.0,0.36617100371747213,0.7705765964530881
49,2.09717868338558,4125.818181818182,-0.396103704,0.260225926,AMG1608,The Beach Boys,Surfer Girl,3391,5046,-1.0,1.0,0.37050359712230213,0.7777030849079396
50,1.588235294117647,35.64705882352941,-0.013066667,0.091477778,AMG1608,The Lemonheads,It''s a Shame About Ray,153,11,-1.0,1.0,0.4,0.7701320979389588
51,1.5088339222614842,45775.452296819785,-0.201240741,0.222014815,AMG1608,Frank Sinatra,The House I Live In,3210,40008,-1.0,1.0,0.2495697074010327,0.8395528288678961
52,1.8054545454545454,22183.55818181818,0.471174074,0.425137037,AMG1608,The Who,Won''t Get Fooled Again,5839,44429,-1.0,1.0,0.23745173745173745,0.8174349374081885
53,0.5918367346938775,16049.423469387755,0.394003704,0.307733333,AMG1608,Brinsley Schwarz,Nervous on the Road (But Can''t Stay at Home),2249,8252,-1.0,1.0,0.4377104377104377,0.782186909770524
54,2.011627906976744,524.6627906976744,0.012548,0.46254,AMG1608,The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive,1064,467,-1.0,1.0,0.2913907284768212,0.8212949447753016
55,1.5045871559633028,3528.847094801223,-0.1259,0.022355556,AMG1608,Rod Stewart,Reason to Believe,4419,2242,-1.0,1.0,0.22381930184804927,0.8247754353285033
56,3.3034825870646767,1148.5273631840796,-0.289740741,0.207462963,AMG1608,Barry Manilow,Looks Like We Made It,2322,1318,-1.0,1.0,0.4572192513368984,0.7553482374659185
57,12.575609756097561,167135.40609756098,0.6609,0.529981481,AMG1608,Aqua,Barbie Girl,7840,383970,-1.0,1.0,0.22757475083056478,0.8294478921021737
58,1.375,124485.4695945946,0.521985185,0.164840741,AMG1608,The Jam,''A'' Bomb in Wardour Street,2815,119324,-1.0,1.0,0.18801652892561985,0.843794171751082
59,1.616393442622951,14544.577049180329,-0.486177778,-0.079907407,AMG1608,The Everly Brothers,Love Hurts,6908,13038,-1.0,1.0,0.1837837837837838,0.8540323880855223
60,2.0512249443207127,6709.512249443207,0.094077419,0.259216129,AMG1608,Stevie Wonder,My Cherie Amour,4574,4974,-1.0,1.0,0.4357034795763994,0.7652662419271665
61,1.3103448275862069,10437.73354231975,-0.187719355,-0.107296774,AMG1608,Boy George,The Crying Game,3020,8690,-1.0,1.0,0.272264631043257,0.8204461275178957
62,2.076923076923077,1268.446153846154,0.249133333,0.412993333,AMG1608,Asleep at the Wheel,Choo Choo Ch''Boogie,989,311,-1.0,1.0,0.3443708609271523,0.7575958255419489
63,1.4444444444444444,2342.3194444444443,-0.228276667,-0.32519,AMG1608,The Flying Burrito Brothers,Wild Horses,5128,3796,-1.0,1.0,0.3575418994413408,0.7902104470895926
64,1.7218934911242603,28761.587771203154,0.032836667,-0.18729,AMG1608,Jeff Buckley,Last Goodbye,6901,39197,-1.0,1.0,0.29518072289156627,0.7906391466162648
65,1.7309941520467835,16570.502923976608,-0.46997,-0.289746667,AMG1608,Willie Nelson,Blue Eyes Crying in the Rain,4341,6636,-1.0,1.0,0.37089201877934275,0.7909149017047966
66,1.8296296296296297,275.0,-0.15528,-0.056813333,AMG1608,Five for Fighting,Superman (It''s Not Easy),1484,369,-1.0,1.0,0.39148936170212767,0.7623147910793209
67,59.330275229357795,20363.13149847095,-0.328996667,0.2584,AMG1608,John Denver,Sunshine on My Shoulders,4101,17618,-1.0,1.0,0.38125,0.7721431265152376
68,1.6120481927710844,40060.75421686747,0.173276667,0.17253,AMG1608,The Beach Boys,Don''t Worry Baby,3866,52308,-1.0,1.0,0.35968992248062015,0.7925820078114066
69,3.5711500974658867,32079.586744639375,-0.487003333,-0.111896667,AMG1608,Lou Reed,Perfect Day,5475,21333,-1.0,1.0,0.28052805280528054,0.835253889581001
70,1.4259259259259258,34942.72222222222,0.243116667,0.20867,AMG1608,The Shirelles,Will You Love Me Tomorrow,3142,25739,-1.0,1.0,0.4620253164556962,0.7296447855633547
71,1.2015915119363396,22854.846153846152,0.46448,-0.399116667,AMG1608,Quiet Riot,Bang Your Head (Metal Health),4908,22686,-1.0,1.0,0.2264808362369338,0.8277026083289533
72,2.597101449275362,1672.3855072463768,0.32142069,0.214558621,AMG1608,Ornette Coleman,Free Jazz,4692,3348,-1.0,1.0,0.2914364640883978,0.8006799548811472
73,20.933734939759034,21803.789156626506,0.218544828,0.079113793,AMG1608,Archie Shepp,Hambone,1560,6337,-1.0,1.0,0.34375,0.7472858212589802
74,2.3391812865497075,11454.944444444445,-0.306210345,-0.318451724,AMG1608,The Beach Boys,Caroline No,5997,11723,-1.0,1.0,0.3401677539608574,0.7839568895469815
75,2.0807291666666665,38203.098958333336,0.607996552,0.251793103,AMG1608,The Bangles,Walk Like an Egyptian,3611,46650,-1.0,1.0,0.2335216572504708,0.7950831385280334
76,2.923076923076923,129.73626373626374,-0.032544828,0.05487931,AMG1608,Loretta Lynn,Coal Miner''s Daughter,1013,136,-1.0,1.0,0.5103448275862069,0.6883680517809087
77,0.9969135802469136,11990.456790123457,0.405593103,0.012624138,AMG1608,The Small Faces,Lazy Sunday,3193,10850,-1.0,1.0,0.42193308550185876,0.768588623540997
78,1.411764705882353,78.6470588235294,0.417424,0.003276,AMG1608,David Bowie,Fashion,195,17,-1.0,1.0,0.5294117647058824,0.7481408924854412
79,5.973118279569892,11317.424731182795,0.575058621,0.513182759,AMG1608,Bobby Darin,Splish Splash,3562,8716,-1.0,1.0,0.2514506769825919,0.8012966865212704
80,1.9875,2332.3425,0.087044828,-0.030613793,AMG1608,Bruce Springsteen,Darkness on the Edge of Town,4742,2470,-1.0,1.0,0.2540381791483113,0.8108196606333745
81,1.300751879699248,12712.774436090225,0.224351724,-0.117262069,AMG1608,Gene,For the Dead,2574,8743,-1.0,1.0,0.3163972286374134,0.7900620868662239
82,2.2549019607843137,651.9950980392157,-0.396989655,-0.28627931,AMG1608,Little Feat,Sailin'' Shoes,1907,464,-1.0,1.0,0.4375,0.7894668072321055
83,1.4016064257028114,6579.433734939759,0.205075862,0.162658621,AMG1608,Sam Cooke,Touch the Hem of His Garment,3484,3142,-1.0,1.0,0.3446327683615819,0.7748796895738895
84,4.222591362126246,30787.441860465115,0.452884,-0.323176,AMG1608,Rammstein,Du Hast,2963,24452,-1.0,1.0,0.3556085918854415,0.7764696203416864
85,6.509090909090909,23187.070707070707,0.345626923,-0.300473077,AMG1608,Dr. Dre,Let Me Ride,8846,23705,-1.0,1.0,0.29700690713737526,0.7897472456006552
86,2.454225352112676,1963.3028169014085,-0.027161538,-0.180323077,AMG1608,R.E.M.,Fall on Me,6546,1019,-1.0,1.0,0.30194472876151485,0.7734889453517124
87,1.5321782178217822,4740.799504950495,0.252053846,0.141223077,AMG1608,Fats Domino,The Fat Man,3736,8934,-1.0,1.0,0.4375,0.7521853682988179
88,12.262931034482758,1099472.8189655172,0.162888,0.17786,AMG1608,Tommy Roe,Dizzy,1838,581434,-1.0,1.0,0.24609375,0.7908696968850054
89,0.5641025641025641,583809.4153846154,0.440703846,0.248788462,AMG1608,Buzzcocks,Everybody''s Happy Nowadays,1542,235901,-1.0,1.0,0.32653061224489793,0.8195299307900165
90,0.8978978978978979,4811.540540540541,-0.377388462,0.269284615,AMG1608,Johnny Ace,Pledging My Love,3262,4568,-1.0,1.0,0.3514056224899598,0.8042943294208565
91,3.073972602739726,2033.7506849315068,0.453707692,-0.392992308,AMG1608,Bikini Kill,Suck My Left One,3636,3213,-1.0,1.0,0.2475442043222004,0.8380815999765755
92,2.230414746543779,646.7603686635945,-0.083103846,0.175392308,AMG1608,Scott Walker,Montague Terrace (In Blue),3100,1024,-1.0,1.0,0.31767337807606266,0.8240912651268025
93,0.9144542772861357,15067.884955752212,-0.275946154,0.202230769,AMG1608,The Beach Boys,In My Room,3894,13037,-1.0,1.0,0.2336283185840708,0.826383497114396
94,1.5896226415094339,7594.226415094339,-0.443261538,0.358219231,AMG1608,Frank Sinatra,The Christmas Song,1785,2294,-1.0,1.0,0.427536231884058,0.7664575529673244
95,1.22397476340694,8950.141955835963,0.098419231,-0.029415385,AMG1608,Liz Phair,Fuck and Run,4157,19798,-1.0,1.0,0.3177304964539007,0.8143147293283056
96,1.21580547112462,9895.367781155015,0.380261538,0.457319231,AMG1608,The McCoys,Hang on Sloopy,4247,15761,-1.0,1.0,0.2777777777777778,0.8016415434426722
97,5.269076305220883,4080.5060240963853,-0.159407692,-0.303065385,AMG1608,The Beatles,Revolution 9,7886,16183,-1.0,1.0,0.1935771632471008,0.8188590470322646
98,3.3051643192488265,18092.99765258216,-0.091830769,0.005896154,AMG1608,Neil Young,Down by the River,5607,22113,-1.0,1.0,0.2828389830508475,0.790641169349023
99,1.8992248062015504,25294.488372093023,0.148915385,0.068423077,AMG1608,The Buckinghams,Kind of a Drag,2540,22242,-1.0,1.0,0.38726790450928383,0.7569867581222667
100,4.228960396039604,11639.02599009901,0.520584615,0.355388462,AMG1608,The Kinks,You Really Got Me,14994,17203,-1.0,1.0,0.32259488084730803,0.7620070924042932
101,4.4164345403899725,4561.912256267409,0.556519231,-0.397903846,AMG1608,Nine Inch Nails,Wish,9142,10616,-1.0,1.0,0.2694267515923567,0.7834458718272318
102,3.4053627760252367,8931.266561514196,0.083288462,0.001461538,AMG1608,Lisa Loeb,Stay,8807,16497,-1.0,1.0,0.31781376518218624,0.767903446605124
103,2.5643835616438357,24729.109589041094,0.240807692,0.357073077,AMG1608,Frank Sinatra,The Lady Is a Tramp,3903,28261,-1.0,1.0,0.33015873015873015,0.7967810678939277
104,15.115555555555556,69862.68444444444,0.541065385,-0.361742308,AMG1608,Cypress Hill,How I Could Just Kill a Man,5211,40599,-1.0,1.0,0.11811023622047244,0.8537740784910587
105,1.1151079136690647,2966.2625899280574,0.528423077,0.457219231,AMG1608,Black Oak Arkansas,Jim Dandy,3198,3444,-1.0,1.0,0.2611336032388664,0.7997385033856617
106,2.879350348027842,5012.626450116009,0.06435,0.470396154,AMG1608,Fred Astaire,Puttin'' on the Ritz,4561,5300,-1.0,1.0,0.36684782608695654,0.7603714514357656
107,1.1435185185185186,2486.625,-0.001765385,0.434115385,AMG1608,John Sebastian,Welcome Back,1906,3466,-1.0,1.0,0.48936170212765956,0.7075653162072976
108,2.273755656108597,8529.9592760181,0.443823077,0.2672,AMG1608,Madness,House of Fun,5059,8363,-1.0,1.0,0.3324775353016688,0.7910881497108527
109,1.6266318537859008,2665.2114882506526,0.091196154,0.227642308,AMG1608,Miles Davis,Tutu,4803,3811,-1.0,1.0,0.29353932584269665,0.8057897741938188
110,1.9053030303030303,1149.784090909091,0.413976923,0.356180769,AMG1608,Sparks,Cool Places,2596,1627,-1.0,1.0,0.321256038647343,0.7877281319276812
111,9.466216216216216,82298.68378378378,0.209553846,0.342430769,AMG1608,Men at Work,Down Under,9597,107004,-1.0,1.0,0.2763337893296854,0.801419492323965
112,1.8407494145199064,11416.16393442623,-0.159665385,0.093423077,AMG1608,Paul McCartney,Mull of Kintyre,4325,14683,-1.0,1.0,0.4131386861313869,0.7780634152217017
113,2.5821596244131455,2998.6150234741785,-0.156873077,-0.351276923,AMG1608,"Bobby ""Blue"" Bland""",Cry Cry Cry,2089,1465,-1.0,1.0,0.3473389355742297,0.8294609932325747
114,3.9324055666003974,22761.50894632207,0.362019231,0.190576923,AMG1608,David Bowie,Rebel Rebel,7103,25320,-1.0,1.0,0.27123552123552125,0.8086386356258758
115,2.76890756302521,1389.40756302521,-0.381411538,-0.242173077,AMG1608,Neil Young,Cowgirl in the Sand,2597,1426,-1.0,1.0,0.4116279069767442,0.748178612709173
116,5.568181818181818,11742.554545454546,0.563119231,0.19185,AMG1608,Dick Dale,Misirlou,9298,17396,-1.0,1.0,0.2888146911519199,0.7915964838229547
117,1.7531914893617022,15479.434042553192,-0.448192308,-0.258380769,AMG1608,Tindersticks,Here,2872,9051,-1.0,1.0,0.3676092544987147,0.8097853167942579
118,1.305084745762712,435.8813559322034,-0.295865385,-0.392946154,AMG1608,Leonard Cohen,Everybody Knows,382,80,-1.0,1.0,0.35294117647058826,0.7873004297200664
119,2.8310502283105023,9139.068493150686,0.460811538,0.008430769,AMG1608,Kool Moe Dee,How Ya Like Me Now,2020,4205,-1.0,1.0,0.3169811320754717,0.8056937179020918
120,1.0220820189274449,3696.1261829653,-0.235180769,0.154957692,AMG1608,Connie Francis,Where the Boys Are,3588,3225,-1.0,1.0,0.40031152647975077,0.7720951677362448
121,0.8969072164948454,55172.02749140893,-0.374353846,0.332442308,AMG1608,Frank Sinatra,Stardust,3458,29629,-1.0,1.0,0.2865731462925852,0.8335582508683381
122,1.3773584905660377,2322.0817610062895,-0.109623077,0.336246154,AMG1608,Lou Reed,Street Hassle,2037,1121,-1.0,1.0,0.3547297297297297,0.7495837904529135
123,4.482,4600.3,0.629842308,-0.131065385,AMG1608,Ministry,Jesus Built My Hotrod,5929,7302,-1.0,1.0,0.18098510882016036,0.8304720891354773
124,4.196428571428571,48465.920918367345,-0.501984615,-0.223142308,AMG1608,George Jones,He Stopped Loving Her Today,7403,42595,-1.0,1.0,0.20528455284552846,0.835706534816437
125,1.2883435582822085,6229.049079754601,-0.571007692,-0.192511538,AMG1608,American Music Club,The Thorn in My Side Is Gone,2792,3475,-1.0,1.0,0.24691358024691357,0.7990840607606657
126,0.7808219178082192,18002.157534246577,0.3428,0.385623077,AMG1608,Charles Wright,Express Yourself,2757,7307,-1.0,1.0,0.44816053511705684,0.7507188686716076
127,1.2413793103448276,5022.683385579938,-0.066896154,0.345084615,AMG1608,The Rascals,Groovin'',3099,4212,-1.0,1.0,0.36324786324786323,0.7607162510841469
128,1.8403361344537814,14446.453781512606,0.376823077,0.1745,AMG1608,Wilco,A Shot in the Arm,4624,8486,-1.0,1.0,0.29036827195467424,0.7949080006086362
129,1.7806451612903227,9296.661290322581,0.487707692,0.291576923,AMG1608,The Guess Who,No Sugar Tonight/New Mother Nature,3492,9170,-1.0,1.0,0.42661448140900193,0.7527701040260352
130,25.136196319018406,28434.080981595092,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,8616,67936,-1.0,1.0,0.24296875,0.8139886825098398
131,0.7305555555555555,19609.172222222223,0.262680769,0.370723077,AMG1608,T. Rex,Bang a Gong (Get It On),5959,19131,-1.0,1.0,0.3360655737704918,0.7668271667977061
132,6.433110367892977,21301.02508361204,0.207488,0.1516,AMG1608,The Rolling Stones,Gimme Shelter,6832,35983,-1.0,1.0,0.30803177405119153,0.7961351602182932
133,0.931740614334471,29732.668941979522,0.05526,0.196836,AMG1608,Ian Dury,Sex & Drugs & Rock & Roll,4637,19075,-1.0,1.0,0.3106060606060606,0.8052613008421097
134,1.3146417445482865,4186.666666666667,-0.320144,-0.180764,AMG1608,Jerry Lee Lewis,Middle Age Crazy,3562,12783,-1.0,1.0,0.31866197183098594,0.7938500197073771
135,4.671264367816092,7800.95632183908,0.523396,0.232232,AMG1608,Destiny''s Child,Say My Name,4402,10297,-1.0,1.0,0.275,0.7876604693807109
136,1.006578947368421,1496.907894736842,0.394528,0.37244,AMG1608,Laura Lee,Wedlock Is a Padlock,2072,605,-1.0,1.0,0.43873517786561267,0.7619429926414344
137,1.0837004405286343,1900.5947136563877,0.270448,0.16956,AMG1608,"Johnny ""Guitar"" Watson""",Gangster of Love,2401,1610,-1.0,1.0,0.3557422969187675,0.7749967892128424
138,1.3055555555555556,2480.3571428571427,0.374944,0.245632,AMG1608,The Flamin'' Groovies,Slow Death,2372,1504,-1.0,1.0,0.37540453074433655,0.814744550903017
139,13.074906367041198,5486.524344569289,-0.486444,-0.206696,AMG1608,Julie London,Cry Me a River,5643,1826,-1.0,1.0,0.3936781609195402,0.7775003147497996
140,17.555,108377.75166666666,-0.011536,0.285564,AMG1608,John Denver,Rocky Mountain High,8018,186573,-1.0,1.0,0.22997620935765264,0.8132371621939314
141,1.395973154362416,9955.617449664429,0.080944,0.48658,AMG1608,Cab Calloway,Everybody Eats When They Come to My House,1794,2281,-1.0,1.0,0.36524822695035464,0.7763850730020994
142,1.7295918367346939,913.2602040816327,0.288973333,-0.034446667,AMG1608,Nancy Sinatra,These Boots Are Made for Walkin'',2141,900,-1.0,1.0,0.2953216374269006,0.8053569082204644
143,1.8884297520661157,3708.6528925619837,-0.261972,0.015776,AMG1608,Joni Mitchell,Amelia,3790,6453,-1.0,1.0,0.3294964028776978,0.7568565772914625
144,1.618320610687023,2248.442748091603,-0.371856,0.146584,AMG1608,Albert Ayler,Spirits Rejoice,3505,2823,-1.0,1.0,0.2828828828828829,0.8067711947182131
145,0.8837209302325582,19364.91162790698,0.689256,-0.33822,AMG1608,Atari Teenage Riot,Deutschland (Has Gotta Die!),3132,16350,-1.0,1.0,0.3377862595419847,0.7957965958171028
146,2.7583333333333333,15656.904166666667,-0.049906667,-0.06404,AMG1608,Elton John,Madman Across the Water,3401,8010,-1.0,1.0,0.29707112970711297,0.7848351715502339
147,7.516556291390729,18039.331125827815,0.523136,0.465936,AMG1608,Aretha Franklin,Think,5195,12060,-1.0,1.0,0.28316326530612246,0.8000141722100687
148,2.8440860215053765,730.7795698924731,-0.258716,0.107832,AMG1608,"Lee ""Scratch"" Perry""",Roast Fish and Cornbread,1545,350,-1.0,1.0,0.4074074074074074,0.7537445997281131
149,1.5877862595419847,2617.828244274809,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3785,1541,-1.0,1.0,0.31607142857142856,0.7810998130621688
150,1.4615384615384615,9046.490384615385,0.575628,0.447948,AMG1608,Bow Wow Wow,I Want Candy,3921,5329,-1.0,1.0,0.19376391982182628,0.8584435393275274
151,1.831858407079646,596.6017699115044,-0.210504,-0.370776,AMG1608,David Ackles,American Gothic,1832,151,-1.0,1.0,0.32894736842105265,0.8245381763546016
152,74.84032634032634,68281.39743589744,0.573312,-0.148808,AMG1608,Metallica,Master of Puppets,8927,124246,-1.0,1.0,0.31353767560664114,0.7901360748570491
153,2.586206896551724,2654.2758620689656,0.264388,0.134788,AMG1608,Johnny Cash,Get Rhythm,2596,1730,-1.0,1.0,0.37188208616780044,0.7877057276276822
154,1.0481927710843373,1920.2048192771085,-0.158972,-0.17098,AMG1608,Elmore James,The Sky Is Crying,1107,197,-1.0,1.0,0.38461538461538464,0.7751101573119591
155,5.759067357512953,108087.5,0.341196,0.356608,AMG1608,Ray Stevens,The Streak,3626,111510,-1.0,1.0,0.23454545454545456,0.8239843186073464
156,1.0771704180064308,6052.122186495177,0.322096,-0.113152,AMG1608,Paul Weller,Sunflower,3046,5424,-1.0,1.0,0.39915966386554624,0.7343592464692156
157,0.6832579185520362,10218.135746606335,-0.244336,0.368808,AMG1608,Frank Sinatra,If I Had You,2500,9461,-1.0,1.0,0.32914572864321606,0.7965320133121329
158,2.310909090909091,7643.918181818181,0.133744,0.236956,AMG1608,Van Morrison,Into the Mystic,7870,12628,-1.0,1.0,0.3418803418803419,0.8111961741092795
159,1.1708185053380782,6729.174377224199,0.330972,0.064312,AMG1608,Redman,Blow Your Mind,3616,4641,-1.0,1.0,0.16129032258064516,0.8333649582866979
