song_id,artist_name,song_name,Genre,valence,arousal
67,Bishop Briggs,River,,0.5875,0.8
68,Blackbear,Do Re mi,,0.575,0.65
69,Blake Shelton,A Guy With a Girl,,0.775,0.7125
70,Blake Shelton,Came Here to Forget,,0.525,0.575
71,Blake Shelton,Every Time I Hear That Song,,0.5875,0.7625
72,Blake Shelton,Go Ahead and Break My Heart,,0.6875,0.75
73,Blake Shelton,She's Got a Way With Words,,0.6875,0.5375
74,Blink 182,Bored To Death,,0.775,0.8875
75,Blink-182,Rabbit Hole,,0.7375,0.9625
76,Bob Marley,Is This Love (Extended Mix),,0.65,0.6375
78,韩国群星,Jingle Bell Rock,,0.659090909,0.5
79,Bon Jovi,Livin' On A Prayer,,0.625,0.925
80,Brad Paisley,Without a Fight,,0.7625,0.725
81,Brad Paisley,Today,,0.7,0.6125
83,Brantley Gilbert,The Weekend,,0.725,0.775
84,²¼Â×´ï.Àî(Brenda Lee),Rockin' Around The Christmas Tree (Re-Recorded Version),,0.8,0.5
86,Brett Eldredge,Somethin' I'm Good At,,0.725,0.7
87,Brett Eldredge,Wanna Be That Song,,0.6,0.6625
88,Brett Young,In Case You Didn't Know,,0.5875,0.625
89,Brett Young,Sleep Without You,,0.75,0.6875
90,Britney Spears,Make Me...,,0.4875,0.65
91,Britney Spears,Slumber Party,,0.7375,0.8625
92,Britney Spears,Make Me...,,0.575,0.65
93,Various Artists,Broadway+For+Orlando,,0.65,0.6125
94,Brooklyn and Bailey,Dance Like Me,,0.8,0.7625
96,Bruno Mars,24K Magic,,0.825,0.875
97,Bruno Mars,Perm,,0.75,0.85
98,Bruno Mars,That's What I Like,,0.65,0.7375
99,Bruno Mars,Versace On The Floor,,0.6875,0.6875
100,Bryson Tiller,Don't,,0.3,0.175
102,Burl Ives,A Holly Jolly Christmas,,0.825,0.7375
103,CL,LIFTED,,0.775,0.5875
104,Calum Scott,Dancing On My Own(Ben Dooks Remix),,0.825,0.8375
105,Calum Scott,Dancing on My Own,,0.3875,0.275
106,Calvin Harris,Slide,,0.675,0.7
107,Calvin Harris,Rollin,,0.6125,0.6
108,Calvin Harris,This Is What You Came For,,0.8625,0.8625
109,Calvin Harris,Heatstroke,,0.7875,0.8
113,Camila Cabello,Crying In The Club,,0.7125,0.75
114,Camila Cabello,I Have Questions,,0.7375,0.7375
115,Carlos Vives,La Bicicleta,,0.8,0.8
116,Carrie Underwood,Church Bells,,0.7625,0.9
117,Carrie Underwood,Dirty Laundry,,0.7,0.85
119,Céline Dion,How Does A Moment Last Forever,,0.6625,0.4875
120,Chance The Rapper,No Problem,,0.7625,0.7625
123,Charles Kelley,The Only One Who Gets Me,,0.4875,0.3125
124,Charli XCX,After The Afterparty,,0.8375,0.9
126,Charlie Puth,We Don't Talk Anymore,,0.7,0.7
127,Charlie Puth,Attention,,0.825,0.8125
128,Charlie Puth,One Call Away,,0.6,0.5125
132,Chase Rice,Everybody We Know Does,,0.7125,0.85
133,Cheat Codes,No Promises,,0.7375,0.775
134,Cheat Codes,Let Me Hold You (Turn Me On),,0.7125,0.8
135,Childish Gambino,Me and your Mama,,0.4,0.7375
136,Childish Gambino,Redbone,,0.525,0.625
137,Chris Blue,Money On You,,0.7,0.7625
138,Chris Blue,Take Me To the King,,0.5875,0.6625
139,Chris Brown,Party,,0.775,0.7125
140,Chris Brown,Back To Sleep,,0.65,0.5625
141,Chris Brown,chris brown - grass ain't greener,,0.65,0.5375
142,Chris Brown,01 Privacy,,0.625,0.6
143,Chris Janson,Holdin' Her,,0.625,0.5625
144,Chris Lane,Fix,,0.825,0.8625
145,Chris Lane,For Her,,0.75,0.7625
146,¿ËÀïË¹ÀûÑÇ(Chris Rea),Driving Home For Christmas (2003),,0.7375,0.6625
147,Chris Stapleton,Broken Halos,,0.65,0.55
148,Chris Stapleton,Either Way,,0.5,0.4
149,Chris Stapleton,Fire Away,,0.2625,0.3875
150,Chris Stapleton,Parachute,,0.725,0.7375
151,Chris Stapleton,Tennessee Whiskey,,0.6125,0.325
152,Chris Young,Think of You (Duet with Cassadee Pope),,0.725,0.825
153,Chris Young,Sober Saturday Night (feat. Vince Gill),,0.65,0.675
156,Christina Aguilera,Change,,0.55,0.6625
157,Christine and the Queens,Tilted,,0.681818182,0.534090909
158,Chuck Berry,Johnny B. Goode,,0.7875,0.725
159,Clean Bandit,Tears (feat. Louisa Johnson),,0.675,0.875
160,Sean Paul,Rockabye (feat. Sean Paul & Anne-Marie),,0.8125,0.825
161,Clean Bandit,Symphony,,0.7125,0.8625
162,Sean Paul,Rockabye (feat. Sean Paul & Anne-Marie),,0.7375,0.875
165,Coldplay,Hymn For The Weekend,,0.675,0.7375
166,Coldplay,Hypnotised,,0.575,0.625
167,Cole Swindell,Flatliner (feat. Dierks Bentley),,0.775,0.8875
168,Cole Swindell,Middle of a Memory,,0.625,0.7125
169,Cole Swindell,You Should Be Here,,0.6,0.675
170,Corinne Bailey Rae,The Scientist,,0.6,0.3
171,Craig David,Ain't Giving Up,,0.8125,0.85
172,D.R.A.M.,BROCCOLI,,0.625,0.6375
174,DJ Drama,Wishing,,0.534090909,0.477272727
175,Future,Too Much Sauce,,0.45,0.475
176,DJ Khaled,Shining,,0.65,0.7125
177,DJ Khaled,For Free,,0.5375,0.55
179,DJ Khaled,I Got the Keys,,0.3125,0.7375
180,DJ Khaled,I'm the One,,0.6875,0.575
181,DJ Khaled,Do You Mind,,0.625,0.4875
184,DJ Khaled,Holy Key,,0.6375,0.825
185,DJ Khaled,I Got the Keys,,0.475,0.6625
186,DJ Khaled,Shining,,0.7125,0.825
187,DJ Luke Nasty,OTW (Remix),,0.675,0.7
188,DJ Slim K,Key to the Streets(Chopped Not Slopped),,0.4,0.3125
189,DJ Snake,Middle(4B Remix),,0.6375,0.6875
191,DJ Snake,Let Me Love You,,0.825,0.7625
192,DJ Snake,Turn Down for What,,0.5375,0.9375
196,DJ Suede The Remix God,Cash Me Outside (#CashmeOutside),,0.3625,0.4375
197,Various Artists,DNCE - Cake By The Ocean (From ＂Grease Live!＂ Music From The Television Event),,0.4375,0.3375
198,DNCE,Toothbrush,,0.75,0.863636364
199,Daddy Yankee,Shaky Shaky,,0.6875,0.7875
200,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",,0.5625,0.7
201,Dan + Shay,From the Ground Up,,0.6875,0.625
202,Dan + Shay,How Not To,,0.7625,0.85
203,Dan + Shay,When I Pray For You,,0.6875,0.775
204,Dan Stevens,Evermore,,0.5875,0.7375
207,David Guetta,Titanium (Feat. Sia),,0.7375,0.85
209,David Nail,Night's On Fire,,0.775,0.6875
210,Daya,Hide Away,,0.725,0.8125
211,Daya,"Sit Still, Look Pretty",,0.65,0.65
212,Demi Lovato,Body Say,,0.6,0.6625
213,Desiigner,Panda (#PANDATO Version),,0.3625,0.5625
215,Desiigner,Tiimmy Turner,,0.5125,0.525
216,Dierks Bentley,Different for Girls,,0.6625,0.65
217,Dierks Bentley,Black,,0.575,0.6125
219,Dierks Bentley,Drunk On A Plane,,0.75,0.8375
220,Dierks Bentley,Somewhere on a Beach,,0.675,0.6875
221,Disciples,On My Mind,,0.7,0.8125
222,Disturbed,The Sound Of Silence,,0.35,0.6625
224,Drake,Sneakin',,0.5,0.5875
225,Drake,Get It Together,,0.525,0.4125
227,Drake,Jumpman,,0.425,0.475
228,Drake,KMT,,0.425,0.55
229,Drake,No Long Talk,,0.4,0.45
230,Drake,Glow,,0.7375,0.3625
231,Drake,With You,,0.55,0.5375
232,Drake,Faithful,,0.475,0.4125
233,Drake,Controlla,,0.4875,0.4
234,Drake,Portland,,0.4375,0.3875
235,Drake,Too Good,,0.7,0.45
236,Drake,4422,,0.3,0.3125
237,Drake,Pop Style,,0.3125,0.525
238,Drake,One Dance,,0.5625,0.6375
239,Drake,Ice Melts,,0.6875,0.625
241,Drake,9,,0.5625,0.525
242,Drake,Blem,,0.6125,0.625
244,Drake,Childs Play,,0.4125,0.2875
249,Drake,Fake Love,,0.45,0.5375
251,Drake,Feel No Ways,,0.465909091,0.431818182
252,Drake,Fire & Desire,,0.3625,0.1375
253,Drake,Free Smoke,,0.525,0.6125
257,Drake,Gyalchester,,0.3125,0.4125
258,Drake,Hype,,0.475,0.675
260,Drake,Jorja Interlude,,0.3,0.4625
263,Drake,Keep The Family Close,,0.35,0.4125
265,Drake,Madiba Riddim,,0.675,0.5125
267,Drake,Nothings Into Somethings,,0.35,0.275
269,Drake,Passionfruit,,0.6375,0.5875
273,Drake,Redemption,,0.3625,0.3375
275,Drake,Since Way Back,,0.4125,0.3375
276,Drake,Skepta Interlude,,0.5125,0.65
277,Drake,Sneakin’,,0.3875,0.2
279,Drake,Summer Sixteen,,0.4625,0.3625
280,Drake,Teenage Fever,,0.525,0.325
282,Drake,"Two Birds, One Stone",,0.525,0.5375
283,Drake,U With Me?,,0.5375,0.575
284,Drake,Views,,0.4875,0.4625
285,Drake,Weston Road Flows,,0.525,0.5125
287,Dreezy,Body,,0.6875,0.5
292,Dua Lipa,Blow Your Mind (Mwah),,0.8625,0.95
293,Dustin Lynch,Mind Reader,,0.6375,0.6375
294,Dustin Lynch,Seein' Red,,0.55,0.7
295,Dustin Lynch,Small Town Boy,,0.75,0.725
296,Dwayne Johnson,You're Welcome,,0.8,0.8125
297,Dylan Scott,My Girl,,0.7,0.675
298,Ed Sheeran,Castle on the Hill,,0.7375,0.725
299,Ed Sheeran,How Would You Feel (Paean),,0.65,0.25
300,Ed Sheeran,06-ed_sheeran-photograph,,0.7625,0.55
301,Ed Sheeran,Shape of You,,0.7875,0.825
302,Ed Sheeran,Thinking Out Loud,,0.575,0.5
303,Electric Light Orchestra,Mr. Blue Sky (Album Version),,0.6125,0.7375
304,Elle King,America's Sweetheart,,0.7375,0.9
305,Ellie Goulding,Still Falling For You,,0.75,0.9375
306,Elton John,Step Into Christmas,,0.875,0.775
307,Emeli Sandé,Hurts,,0.575,0.9
308,Eminem,Love The Way You Lie,,0.85,0.8125
309,Eminem,Infinite,,0.3875,0.35
310,Emma Watson,Something There,,0.675,0.4
312,Enrique Iglesias,DUELE EL CORAZON,,0.7875,0.8375
313,Eric Church,Kill a Word,,0.6625,0.5375
314,Eric Church,Record Year,,0.65,0.5625
315,Evanescence,Bring Me To Life,,0.65,0.85
316,Ewan McGregor,Be Our Guest,,0.8625,0.8875
317,Ewan McGregor,Be Our Guest,,0.8625,0.925
318,Emily Warren,Capsize,,0.825,0.725
319,Faith Hill,Keep Your Eyes On Me,,0.5,0.7375
321,Fat Joe,All the Way Up,,0.4875,0.6875
323,Fergie,Life Goes On,,0.725,0.8625
324,Fergie,M.I.L.F. $,,0.55,0.8875
325,Fetty Wap,Wake Up,,0.6125,0.4875
326,Fifth Harmony,All In My Head (Flex),,0.7,0.6875
327,Fifth Harmony,Work From Home,,0.7375,0.7625
329,Fifth Harmony,That's My Girl,,0.7875,0.9375
331,Fitz,HandClap,,0.8,0.85
332,Fleetwood Mac,The Chain,,0.725,0.7625
333,Flo Rida,Cake,,0.775,0.7875
334,Flo Rida,My House,,0.5625,0.625
336,Florida Georgia Line,"God, Your Mama, And Me",,0.725,0.75
337,Florida Georgia Line,May We All,,0.8125,0.675
338,Florida Georgia Line,Confession,,0.7125,0.825
339,Florida Georgia Line,H.O.L.Y,,0.7875,0.725
341,Florida Georgia Line,Smooth,,0.8,0.85
342,Flume,Never Be Like You,,0.6875,0.75
343,Flume,Say It,,0.55,0.65
347,Frank Ocean,Chanel,,0.3375,0.1875
348,Frank Ocean,Ivy,,0.3,0.4625
349,Frank Ocean,Nights,,0.3375,0.275
350,Frank Ocean,Nikes,,0.375,0.2625
351,Frank Ocean,Pink + White,,0.55,0.275
353,Frankie Ballard,It All Started with a Beer,,0.5875,0.525
354,French Montana,No Shopping,,0.5125,0.35
355,French Montana,Lockjaw,,0.325,0.45
356,French Montana,Unforgettable,,0.5625,0.475
358,Future Pigeon,Wicked Version,,0.6875,0.3875
360,Future,Selfish,,0.55,0.5875
361,Future,Comin Out Strong,,0.55,0.6125
362,Future,Low Life (feat. The Weeknd),,0.4625,0.4
364,Future,Draco,,0.4,0.375
366,Future,Mask Off,,0.2875,0.2625
367,Future,New Level,,0.3125,0.6125
368,Future,Rent Money,,0.575,0.6
370,Future,Super Trapper,,0.25,0.4
372,Future,Zoom,,0.175,0.825
373,Bebe Rexha,"Me, Myself & I",,0.725,0.85
375,G-Eazy,Good Life,,0.775,0.7375
376,G-Eazy,Some Kind Of Drug,,0.6625,0.6
379,Galantis,Love On Me,,0.9125,0.9375
381,Galantis,No Money,,0.8,0.9375
382,Gavin DeGraw,She Sets The City On Fire,,0.863636364,0.886363636
383,George Michael,Careless Whisper,,0.4125,0.5
385,George Michael,Freedom! '90(Remastered),,0.75,0.825
386,Ghost Town DJ's,My Boo,,0.5875,0.5625
388,Gnash,home,,0.7125,0.575
389,Gnash,I Hate U I Love U,,0.3625,0.225
391,Godsmack,Come Together,,0.6,0.85
393,Gorillaz,Saturnz Barz,,0.4625,0.5375
394,Grace,You Don't Own Me,,0.675,0.75
395,Grace,You Don't Own Me,,0.675,0.7125
396,Granger Smith,If the Boot Fits,,0.7125,0.65
397,Gucci Mane,Both,,0.3375,0.45
398,Kanye West,P**** Print (feat. Kanye West),,0.4375,0.4375
399,Drake,Back On Road,,0.45,0.6125
401,Gucci Mane,Make Love,,0.25,0.35
402,Gwen Stefani,Hollaback Girl,,0.6875,0.85
403,HAIM,Want You Back,,0.8125,0.7625
405,Hailee Steinfeld,Most Girls,,0.7125,0.7375
407,Halsey,Eyes Closed,,0.5625,0.7875
408,Halsey,Not Afraid Anymore,,0.6125,0.9125
409,Halsey,Not Afraid Anymore,,0.6625,0.9125
410,Halsey,Now Or Never,,0.45,0.7
411,Hannah Huston,Every Breath You Take (The Voice Performance),,0.6375,0.175
412,Hannah Huston,I Call the Shots (The Voice Performance),,0.4375,0.5
413,Harry Styles,Sign of the Times,,0.675,0.575
414,Harry Styles,Sweet Creature,,0.545454545,0.579545455
415,Hey Violet,Guys My Age(Stripped),,0.522727273,0.477272727
417,High Valley,Make You Mine,,0.775,0.8625
418,Hillsong Worship,13 What a Beautiful Name (Acoustic),,0.375,0.425
419,Hunter Plake,Higher Love,,0.225,0.0875
420,Iggy Azalea,Mo Bounce,,0.55,0.775
421,Iggy Azalea,Team(Young Bombs Remix),,0.725,0.85
423,Imagine Dragons,Believer,,0.65,0.8875
424,Imagine Dragons,Not Today,,0.65,0.55
425,Imagine Dragons,Radioactive,,0.8125,0.95
426,Imagine Dragons,Thunder,,0.7125,0.825
427,Imagine Dragons,Whatever It Takes,,0.7,0.775
428,J Hus,Did You See,,0.5625,0.4875
429,J. Cole,4 Your Eyez Only,,0.4,0.225
431,J. Cole,Deja Vu,,0.6375,0.525
432,J. Cole,False Prophets,,0.4,0.375
433,J. Cole,Foldin Clothes,,0.5,0.3625
434,J. Cole,For Whom the Bell Tolls,,0.3875,0.5125
435,J. Cole,Immortal,,0.35,0.275
436,J. Cole,Neighbors,,0.35,0.25
437,J. Cole,"She's Mine, Pt. 1",,0.375,0.1875
438,J. Cole,"She's Mine, Pt. 2",,0.325,0.3375
439,J. Cole,Ville Mentality,,0.2625,0.225
440,J. Cole,everbody dies,,0.2875,0.3
441,JP Cooper,September Song,,0.6875,0.675
442,Jacob Sartorius,Hit or Miss - Jacob Sartorius,,0.6125,0.7125
443,Jake Owen,American Country Love Song,,0.675,0.7
444,Jake Owen,If He Ain't Gonna Love You,,0.7625,0.7375
445,James Arthur,Safe Inside,,0.4625,0.5875
446,James Arthur,Say You Won't Let Go,,0.4875,0.425
447,James Bay,Let It Go,,0.6,0.5875
448,Jason Aldean,A Little More Summertime,,0.7375,0.775
449,Jason Aldean,Any Ol' Barstool,,0.7375,0.7
450,Jason Aldean,Lights Come On,,0.7625,0.75
451,Jason Derulo,If It Ain't Love,,0.8375,0.9
452,Jax Jones,You Don't Know Me,,0.7375,0.65
454,Jennifer Lopez,Love Make the World Go Round,,0.8125,0.8375
455,Jennifer Lopez,Ain't Your Mama,,0.7375,0.875
456,Jennifer Nettles,Unlove You,,0.525,0.7
457,Jeremih,oui,,0.7875,0.6625
458,Jesse Larson,Woman,,0.7375,0.75
460,John Legend,Love Me Now,,0.7,0.8
461,John Mayer,Changing,,0.6375,0.375
462,John Mayer,Love On The Weekend,,0.65,0.4125
463,John Mayer,Moving On and Getting Over,,0.5625,0.3
465,Johnny Cash,Ain't No Grave (Album Version),,0.425,0.3375
466,Jon Bellion,All Time Low (explicit),,0.7375,0.65
468,Jon Pardi,Dirt On My Boots,,0.7875,0.7625
469,Jon Pardi,Head Over Boots,,0.7125,0.7125
470,JP Cooper,Perfect Strangers,,0.85,0.7625
471,Jonas Blue,By Your Side,,0.7875,0.875
472,Jonas Blue,Mama,,0.6625,0.6125
476,José Feliciano,Feliz Navidad,,0.8625,0.7
477,Josh Ritter,Homecoming,,0.7125,0.575
478,Josh Turner,Hometown Girl,,0.675,0.65
479,Joy Villa,Get Your Freedom,,0.3875,0.225
480,Joy Villa,I Make the Static,,0.6375,0.7875
481,Joy Villa,The Darkness,,0.6125,0.6875
482,Joy Villa,Vagabonds,,0.568181818,0.556818182
483,Juicy J,Ain't Nothing,,0.5125,0.575
484,Julia Michaels,Issues,,0.625,0.675
485,Justin Bieber,. Company,,0.7,0.7125
486,Justin Bieber,. Love Yourself,,0.575,0.375
487,Justin Bieber,. Sorry,,0.775,0.8
488,Justin Moore,You Look Like I Need A Drink,,0.6,0.6625
489,Justin Timberlake,justin timberlake - can't stop the feeling! (original song from dreamworks animation’s “trolls”),,0.795454545,0.909090909
490,KLOE,Liability,,0.6875,0.825
491,Kaleo,Way Down We Go,,0.4375,0.575
492,Kane Brown,What Ifs,,0.7875,0.9
493,Kane Brown,Ain't No Stopping Us Now,,0.75,0.7375
494,Kanye West,01 Champions,,0.4625,0.8
495,Kanye West,Kanye West Ft. Rihanna - Famous (New Version) (CDQ),,0.475,0.8375
496,Kanye West,Fade,,0.5375,0.6625
499,Katy Perry,Bon Appétit,,0.825,0.8625
500,Katy Perry,Swish Swish,,0.425,0.7
501,Katy Perry,Chained To The Rhythm,,0.8125,0.8375
503,Katy Perry,Katy Perry - Rise (CDQ),,0.488636364,0.613636364
504,Kehlani,Kehlani - CRZY,,0.675,0.675
505,Kehlani,Distraction,,0.6125,0.65
506,Kehlani,Gangsta,,0.375,0.275
507,Keith Urban,8,,0.6625,0.8
508,Keith Urban,7,,0.5375,0.3625
510,Keith Urban,Wasted Time,,0.825,0.7125
511,Michelle Obama,"Michelle Obama,Kelly Clarkson,Missy Elliott - This Is For My Girls",,0.7375,0.6875
512,Kelly Clarkson,Piece By Piece (Idol Version),,0.425,0.3125
514,Kelsea Ballerini,Peter Pan,,0.75,0.85
515,Kelsea Ballerini,Yeah Boy,,0.7875,0.6125
516,Kendrick Lamar,LOYALTY.,,0.4625,0.4
517,Kendrick Lamar,XXX.,,0.425,0.2625
518,Kendrick Lamar,LOVE.,,0.5125,0.425
519,Kendrick Lamar,BLOOD.,,0.2625,0.35
520,Kendrick Lamar,DNA.,,0.15,0.6625
521,Kendrick Lamar,DUCKWORTH.,,0.375,0.5125
522,Kendrick Lamar,ELEMENT.,,0.4625,0.5375
523,Kendrick Lamar,FEAR.,,0.3375,0.3375
524,Kendrick Lamar,FEEL.,,0.275,0.5125
525,Kendrick Lamar,GOD.,,0.275,0.2375
526,Kendrick Lamar,HUMBLE.,,0.525,0.4625
530,Kendrick Lamar,LUST.,,0.340909091,0.295454545
531,Kendrick Lamar,PRIDE.,,0.3,0.225
532,Kendrick Lamar,The Heart Part 4,,0.3375,0.5375
534,Kendrick Lamar,YAH.,,0.2875,0.1625
535,Kenny Chesney,Setting the World On Fire,,0.7875,0.7625
536,Kenny Chesney,Bar at the End of the World,,0.825,0.7875
537,Kenny Chesney,Noise,,0.7125,0.7625
539,Kent Jones,Don't Mind,,0.65,0.6125
540,Keyshia Cole,You,,0.3875,0.5125
541,Khalid,Location,,0.35,0.275
542,KiD Ink,Promise,,0.6125,0.7125
544,Kid Rock,Picture,,0.625,0.45
546,Kideko,Crank It (Woah!)(Radio Edit),,0.575,0.7875
548,Kiiara,Gold,,0.55,0.45
549,Kodak Black,09 Conscience (feat. Future),,0.3125,0.4375
550,Kodak Black,Everything 1K,,0.375,0.4375
551,Kodak Black,Tunnel Vision,,0.375,0.2875
552,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),,0.8125,0.85
554,Kygo,First Time,,0.65,0.6625
555,Kygo,It Ain't Me,,0.6875,0.7625
558,Kyle,iSpy,,0.5125,0.55
560,LCD Soundsystem,call the police,,0.5125,0.6625
561,La La Land Cast,Another Day of Sun,,0.8875,0.825
562,Lady Antebellum,You Look Good,,0.6875,0.7375
563,群星쀀,Telephone (Feat. Beyonc?,,0.6875,0.7375
564,Lady GaGa,Just Dance(Richard Vission Remix),,0.475,0.9
565,Lady Gaga,A-Yo,,0.6375,0.725
566,Lady GaGa,Alejandro,,0.725,0.775
567,Lady GaGa,Applause,,0.825,0.875
568,Lady GaGa,Bad Romance,,0.825,0.975
569,Lady Gaga,Born This Way,,0.65,0.7
570,Lady Gaga,Million Reasons,,0.5375,0.7375
571,Lady GaGa,Paparazzi,,0.725,0.6625
572,Lady Gaga,Perfect Illusion,,0.525,0.7375
573,Lady GaGa,Poker Face,,0.7625,0.7625
574,Lady Gaga,Lady Gaga - The Cure,,0.775,0.7875
575,Pure Music,The Edge Of Glory (Lady Gaga Tribute) - Instrumental,,0.7875,0.825
576,Lady GaGa,You And I,,0.7125,0.7125
577,Laith Al-Saadi,Morning Light (The Voice Performance),,0.575,0.6375
578,Lana Del Rey,Lust for Life,,0.625,0.4625
579,Lana Del Rey,Love,,0.225,0.2625
580,Lauren Alaina,Road Less Traveled,,0.7875,0.85
582,Lauren Duski,Lauren_Duski_-_Ghost_In_This_House_-_Studio_Version_-_The_Voice_12,,0.5,0.4125
583,Lauren Duski,The Dance,,0.5,0.5125
584,Lee Brice,Boy,,0.4625,0.375
585,Lee Brice,That Don't Sound Like You,,0.4625,0.525
587,Leonard Cohen,Hallelujah((Album Version),,0.6,0.3875
588,Liam Payne,Strip That Down,,0.775,0.7
589,Lil Uzi Vert,03 Money Longer,,0.4875,0.55
590,Lil Uzi Vert,XO TOUR Llif3,,0.3625,0.4625
591,Lil Uzi Vert,05 You Was Right,,0.35,0.25
592,Lil Wayne,Sucker For Pain,,0.4125,0.4125
594,Lil Yachty,Peek A Boo,,0.4375,0.5125
595,Lil Yachty,One Night (Extended),,0.4,0.3875
597,Linkin Park,Heavy,,0.7,0.8
598,Linkin Park,Battle Symphony,,0.8125,0.85
599,Little Big Town,Better Man,,0.55,0.55
600,Little Big Town,Girl Crush,,0.65,0.4125
601,Little Big Town,One of Those Days,,0.7,0.6875
602,Little Big Town,When Someone Stops Loving You,,0.5375,0.6125
603,Little Mix,No More Sad Songs,,0.7125,0.8125
605,Little Mix,Shout Out to My Ex,,0.875,0.9375
606,Little Mix,Touch,,0.8,0.875
607,Locash,I Know Somebody,,0.6375,0.7125
608,Logan Paul,Help Me Help You,,0.5625,0.6375
609,Logic,"Logic,Alessia Cara,Khalid - 1-800-273-8255",,0.5125,0.4375
611,Logic,Everybody,,0.475,0.675
612,Logic,Flexicution,,0.375,0.4625
613,Looking Glass,BRANDY,,0.6875,0.5875
614,Lord Huron,The Night We Met,,0.4875,0.2875
615,Lorde,Green Light,,0.675,0.7375
616,Louisa Johnson,So Good,,0.7875,0.8625
617,Luis Fonsi,Despacito,,0.8125,0.8875
621,Lukas Graham,7 Years,,0.55,0.3625
622,Lukas Graham,Mama Said,,0.675,0.8125
623,Luke Bryan,Country Girl (Shake It For Me),,0.775,0.85
624,Luke Bryan,Fast,,0.55,0.575
625,Luke Bryan,"Huntin', Fishin' and Lovin' Every Day",,0.65,0.75
626,Luke Bryan,Move,,0.775,0.9375
627,Luke Combs,Hurricane,,0.675,0.6125
628,Luke Combs,One Number Away,,0.625,0.6125
629,Lupe Fiasco,Jump,,0.5625,0.7125
630,Lynyrd Skynyrd,Sweet Home Alabama,,0.775,0.65
631,Machine Gun Kelly,Bad Things,,0.5625,0.55
632,Machine Gun Kelly,At My Best,,0.6875,0.8625
634,MadeinTYO,Uber Everywhere,,0.2375,0.225
635,Maggie Lindemann,Pretty Girl,,0.825,0.6375
636,Magic!,Red Dress,,0.75,0.7625
637,Major Lazer,Cold Water (feat. Justin Bieber & MØ),,0.65,0.775
638,Major Lazer,Light It Up (Remix),,0.775,0.775
639,Major Lazer,Run Up,,0.6875,0.775
643,Maluma,Felices los 4,,0.5875,0.55
