song_name,valence,arousal,val_pred,aro_pred
Leave Them All Behind,0.4408995280395918,0.5891809688102281,0.5615927,0.58082986
Live with Me,0.6547205306252954,0.7322983341273461,0.5108013,0.55432373
Local Girls,0.5555879924653154,0.7276901350440995,0.60280275,0.5617081
Long Black Veil,0.33689215113854365,0.21843195946238406,0.5669138,0.525317
Love Shack,0.9855005977701783,0.904919868333169,0.63470864,0.61950535
Me and My Arrow,0.5893782265687991,0.3328974416072926,0.59092814,0.5384895
Mickey,0.7547335057135708,0.7638245958397064,0.5810983,0.57012194
Million Dollar Bash,0.3959138467206049,0.2434031316859817,0.5608597,0.5481135
Minnie the Moocher,0.4403202936024689,0.4762821906540295,0.5703549,0.57430226
Mother-In-Law,0.4942678934856952,0.5149526231815887,0.6126355,0.57659924
Motor City Madhouse,0.5195549621875608,0.6706913552050728,0.5533719,0.5508934
Mrs. Brown You''ve Got a Lovely Daughter,0.5960964217199098,0.6245375090608679,0.5709989,0.5331334
Mull of Kintyre,0.5755158040703978,0.3582120033844541,0.5908664,0.5873676
Neat Neat Neat,0.4276837100675619,0.8371881214932593,0.592821,0.63468874
Night Life,0.3880001112130564,0.1307650530735045,0.6076762,0.56681037
Night Time Is the Right Time,0.6944143242416659,0.34924965316322765,0.56460005,0.5134908
Nite Klub,0.6911474407095393,0.7534091477227625,0.5973272,0.60541683
No Matter What,0.814074938832819,0.5876393320853375,0.55613184,0.579898
Old Red Eyes Is Back,0.2800205744154364,0.3654055046948049,0.49488062,0.52498806
Only Daddy That''ll Walk the Line,0.8545101530569688,0.5946999449366843,0.5453152,0.5187038
Overcome,0.44601996274362604,0.2918999316307299,0.6374814,0.6092652
Paint It Black,0.3731846783162343,0.7426594696304543,0.50300187,0.6132803
Pay to Cum,0.5568298718269524,0.8469351090327932,0.507243,0.6435267
Places That Are Gone,0.6608372487280006,0.6351877540911471,0.52971697,0.58970404
Political Science,0.3289960241332331,0.15404251425616183,0.57720256,0.5394348
Quiet Village,0.649169146022743,0.48378565808173063,0.58042365,0.53836745
Ruby Baby,0.8118136069174521,0.6508965723334914,0.6095227,0.60056776
See No Evil,0.5493461596741457,0.7544452617117504,0.54886895,0.62328637
Shelter from the Storm,0.5672514617566102,0.33064138786355024,0.55165774,0.5006758
Silly Love Songs,0.617320506992521,0.3472275609662537,0.5778006,0.5874066
So Far Away,0.35055282133622484,0.4440164440323166,0.6407955,0.5473858
Sunday Will Never Be the Same,0.5653376706425334,0.46206069652274007,0.56163615,0.54439026
T.V. Eye,0.5057645431923707,0.8424438913496123,0.570451,0.56211156
Tame,0.32960769594350375,0.8050686009949471,0.5528447,0.5405631
The Dolphins,0.32803217741262825,0.282182188814531,0.6064263,0.5270383
The Girl Can''t Help It,0.7813087920871911,0.7823409482565006,0.6256005,0.60963833
The House I Live In,0.6648975553980037,0.33215749295355923,0.56008834,0.6074931
The Real Janelle,0.6302907296966663,0.7632647604899678,0.60161555,0.64860606
The Rockafeller Skank,0.985213297606139,0.8791298319492451,0.5727057,0.6201158
The Train Kept A Rollin'',0.7245067235243418,0.8334238538341583,0.5464506,0.5962099
The World''s a Mess,0.6254297918925682,0.8156260965224129,0.5600268,0.5595494
Tried So Hard,0.4267476666110601,0.3235306404845647,0.58118993,0.537843
Turn! Turn! Turn! (To Everything There Is a Season),0.8334955188089082,0.3976044050707723,0.60617375,0.6271801
War Pigs,0.29280080837990374,0.5601196544978777,0.4800479,0.71565735
Wear Your Love Like Heaven,0.6377188346261851,0.3416626283983558,0.5799148,0.5732101
What''s Happening Brother,0.4918721793588567,0.38018265671631735,0.56350183,0.5481497
Who Am I (What''s My Name)?,0.5528818083242972,0.7573321745104923,0.567878,0.63916594
Wild Cat Blues,0.8867211610643089,0.7410626849251611,0.5303303,0.4821344
With God on Our Side,0.4260238552006005,0.3031200389162753,0.55231124,0.5980141
Wonderful! Wonderful!,0.6982419071649011,0.2979620313888179,0.57637197,0.5360811
